name,bonus,bps,clean_sheets,element,fixture,goals_conceded,influence,kickoff_time,minutes,opponent_team,penalties_saved,round,saves,selected,team_a_score,team_h_score,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,GW,position,season
Tom_Heaton,1,32,0,54,78,3,73.2,2016-10-16T15:00:00Z,90,13,0,8,11,348730,1.0,3.0,5,13700,26212,12512,46,False,8,GK,2016-17
Paul_Robinson,0,0,0,472,78,0,0.0,2016-10-16T15:00:00Z,0,13,0,8,0,102882,1.0,3.0,0,-1425,533,1958,40,False,8,GK,2016-17
Alexander_Manninger,0,0,0,524,75,0,0.0,2016-10-17T19:00:00Z,0,11,0,8,0,14626,0.0,0.0,0,101,458,357,40,True,8,GK,2016-17
Loris_Karius,0,24,1,189,75,0,9.2,2016-10-17T19:00:00Z,90,11,0,8,1,28588,0.0,0.0,6,1183,2786,1603,49,True,8,GK,2016-17
Sergio_Romero,0,0,0,243,75,0,0.0,2016-10-17T19:00:00Z,0,9,0,8,0,5016,0.0,0.0,0,-115,37,152,48,False,8,GK,2016-17
Simon_Mignolet,0,0,0,188,75,0,0.0,2016-10-17T19:00:00Z,0,11,0,8,0,107672,0.0,0.0,0,-12915,874,13789,50,True,8,GK,2016-17
David_de Gea,1,26,1,242,75,0,22.2,2016-10-17T19:00:00Z,90,9,0,8,3,1631580,0.0,0.0,8,-72768,2892,75660,55,False,8,GK,2016-17
Artur_Boruc,1,29,1,29,82,0,21.2,2016-10-22T11:30:00Z,90,17,0,9,4,304954,0.0,0.0,8,-840,6567,7407,46,True,9,GK,2016-17
Adam_Federici,0,0,0,30,82,0,0.0,2016-10-22T11:30:00Z,0,17,0,9,0,4464,0.0,0.0,0,-37,40,77,44,True,9,GK,2016-17
Luke_McGee,0,0,0,529,82,0,0.0,2016-10-22T11:30:00Z,0,2,0,9,0,4399,0.0,0.0,0,-28,83,111,40,False,9,GK,2016-17
Pau_López Sabata,0,0,0,564,82,0,0.0,2016-10-22T11:30:00Z,0,2,0,9,0,354,0.0,0.0,0,-5,13,18,50,False,9,GK,2016-17
Hugo_Lloris,0,22,1,380,82,0,12.2,2016-10-22T11:30:00Z,90,2,0,9,1,270943,0.0,0.0,6,6441,10904,4463,55,False,9,GK,2016-17
Michel_Vorm,0,0,0,381,82,0,0.0,2016-10-22T11:30:00Z,0,2,0,9,0,13506,0.0,0.0,0,-640,49,689,50,False,9,GK,2016-17
David_Ospina,0,0,0,1,81,0,0.0,2016-10-22T14:00:00Z,0,12,0,9,0,8844,0.0,0.0,0,-200,48,248,48,True,9,GK,2016-17
David_Marshall,0,17,0,554,85,2,34.0,2016-10-22T14:00:00Z,90,14,0,9,4,3597,2.0,0.0,2,106,357,251,45,True,9,GK,2016-17
Eldin_Jakupovic,0,0,0,147,85,0,0.0,2016-10-22T14:00:00Z,0,14,0,9,0,879771,2.0,0.0,0,-33614,4101,37715,41,True,9,GK,2016-17
Dusan_Kuciak,0,0,0,517,85,0,0.0,2016-10-22T14:00:00Z,0,14,0,9,0,10464,2.0,0.0,0,-2,197,199,40,True,9,GK,2016-17
Dimitrios_Konstantopoulos,0,0,0,273,81,0,0.0,2016-10-22T14:00:00Z,0,1,0,9,0,6129,0.0,0.0,0,-179,20,199,43,False,9,GK,2016-17
Bradley_Guzan,0,0,0,490,81,0,0.0,2016-10-22T14:00:00Z,0,1,0,9,0,27336,0.0,0.0,0,-1066,46,1112,44,False,9,GK,2016-17
Allan_McGregor,0,0,0,146,85,0,0.0,2016-10-22T14:00:00Z,0,14,0,9,0,1064,2.0,0.0,0,-23,16,39,44,True,9,GK,2016-17
Ben_Hamer,0,0,0,583,86,0,0.0,2016-10-22T14:00:00Z,0,5,0,9,0,332,1.0,3.0,0,-2,11,13,45,True,9,GK,2016-17
Adrián_San Miguel del Castillo,0,24,1,450,90,0,9.8,2016-10-22T14:00:00Z,90,15,0,9,2,116014,0.0,1.0,6,538,2793,2255,50,True,9,GK,2016-17
Darren_Randolph,0,0,0,451,90,0,0.0,2016-10-22T14:00:00Z,0,15,0,9,0,21766,0.0,1.0,0,-394,48,442,44,True,9,GK,2016-17
Costel_Pantilimon,0,0,0,406,89,0,0.0,2016-10-22T14:00:00Z,0,16,0,9,0,19870,0.0,0.0,0,-415,72,487,44,False,9,GK,2016-17
Petr_Cech,0,29,1,2,81,0,34.4,2016-10-22T14:00:00Z,90,12,0,9,4,689520,0.0,0.0,7,-7157,11340,18497,55,True,9,GK,2016-17
Raphael_Spiegel,0,0,0,591,90,0,0.0,2016-10-22T14:00:00Z,0,15,0,9,0,1101,0.0,1.0,0,653,704,51,40,True,9,GK,2016-17
Ron-Robert_Zieler,0,0,0,166,86,0,0.0,2016-10-22T14:00:00Z,0,5,0,9,0,11435,1.0,3.0,0,-283,78,361,44,True,9,GK,2016-17
Paul_Robinson,0,0,0,472,83,0,0.0,2016-10-22T14:00:00Z,0,6,0,9,0,101984,1.0,2.0,0,-1106,338,1444,40,True,9,GK,2016-17
Michael_Simões Domingues,0,0,0,577,90,0,0.0,2016-10-22T14:00:00Z,0,20,0,9,0,302,0.0,1.0,0,-4,7,11,45,False,9,GK,2016-17
Nick_Pope,0,0,0,471,83,0,0.0,2016-10-22T14:00:00Z,0,6,0,9,0,82312,1.0,2.0,0,-844,298,1142,40,True,9,GK,2016-17
Tom_Heaton,0,24,0,54,83,1,44.0,2016-10-22T14:00:00Z,90,6,0,9,7,363462,1.0,2.0,4,11932,18778,6846,46,True,9,GK,2016-17
Vito_Mannone,0,0,0,339,90,0,0.0,2016-10-22T14:00:00Z,0,20,0,9,0,20667,0.0,1.0,0,-981,20,1001,44,False,9,GK,2016-17
Víctor_Valdés,3,33,1,274,81,0,40.0,2016-10-22T14:00:00Z,90,1,0,9,5,173615,0.0,0.0,10,-5570,598,6168,45,False,9,GK,2016-17
Wayne_Hennessey,0,0,0,100,86,0,0.0,2016-10-22T14:00:00Z,0,8,0,9,0,98764,1.0,3.0,0,-5150,113,5263,44,False,9,GK,2016-17
Shay_Given,0,0,0,315,85,0,0.0,2016-10-22T14:00:00Z,0,7,0,9,0,27309,2.0,0.0,0,-1609,278,1887,45,False,9,GK,2016-17
Steve_Mandanda,0,10,0,102,86,3,7.4,2016-10-22T14:00:00Z,90,8,0,9,1,148589,1.0,3.0,1,-318,2970,3288,44,False,9,GK,2016-17
Jordan_Pickford,0,14,0,340,90,1,13.2,2016-10-22T14:00:00Z,90,20,0,9,2,504468,0.0,1.0,2,19639,23875,4236,40,False,9,GK,2016-17
Joel_Robles,0,0,0,123,83,0,0.0,2016-10-22T14:00:00Z,0,3,0,9,0,4081,1.0,2.0,0,-73,54,127,48,False,9,GK,2016-17
Heurelho_Gomes,2,31,1,407,89,0,34.8,2016-10-22T14:00:00Z,90,16,0,9,5,88618,0.0,0.0,9,-1497,967,2464,49,False,9,GK,2016-17
Jack_Butland,0,0,0,316,85,0,0.0,2016-10-22T14:00:00Z,0,7,0,9,0,58122,2.0,0.0,0,-3102,59,3161,47,False,9,GK,2016-17
Jakob_Haugaard,0,0,0,317,85,0,0.0,2016-10-22T14:00:00Z,0,7,0,9,0,4193,2.0,0.0,0,-99,8,107,43,False,9,GK,2016-17
Maarten_Stekelenburg,0,9,0,124,83,2,4.0,2016-10-22T14:00:00Z,90,3,0,9,1,194556,1.0,2.0,1,59835,61618,1783,51,False,9,GK,2016-17
Maksymilian_Stryjek,0,0,0,547,90,0,0.0,2016-10-22T14:00:00Z,0,20,0,9,0,2634,0.0,1.0,0,6,99,93,40,False,9,GK,2016-17
Lukasz_Fabianski,0,24,1,356,89,0,10.6,2016-10-22T14:00:00Z,90,18,0,9,2,215004,0.0,0.0,6,-6474,1160,7634,51,True,9,GK,2016-17
Julian_Speroni,0,0,0,99,86,0,0.0,2016-10-22T14:00:00Z,0,8,0,9,0,10369,1.0,3.0,0,-199,36,235,44,False,9,GK,2016-17
Kasper_Schmeichel,0,18,0,165,86,1,34.6,2016-10-22T14:00:00Z,90,5,0,9,5,360981,1.0,3.0,3,-7588,2913,10501,50,True,9,GK,2016-17
Kristoffer_Nordfeldt,0,0,0,357,89,0,0.0,2016-10-22T14:00:00Z,0,18,0,9,0,98868,0.0,0.0,0,-958,239,1197,40,True,9,GK,2016-17
Lee_Grant,0,25,1,574,85,0,15.0,2016-10-22T14:00:00Z,90,7,0,9,2,57416,2.0,0.0,6,22493,23367,874,40,False,9,GK,2016-17
Jack_Rose,0,0,0,548,87,0,0.0,2016-10-22T16:30:00Z,0,9,0,9,0,9077,1.0,2.0,0,75,298,223,40,False,9,GK,2016-17
Ben_Foster,0,18,0,430,87,2,38.8,2016-10-22T16:30:00Z,90,9,0,9,5,653250,1.0,2.0,2,-5526,8740,14266,47,False,9,GK,2016-17
Alexander_Manninger,0,0,0,524,87,0,0.0,2016-10-22T16:30:00Z,0,19,0,9,0,14898,1.0,2.0,0,12,306,294,40,True,9,GK,2016-17
Loris_Karius,0,8,0,189,87,1,2.6,2016-10-22T16:30:00Z,90,19,0,9,0,35538,1.0,2.0,2,5973,6729,756,49,True,9,GK,2016-17
Boaz_Myhill,0,0,0,429,87,0,0.0,2016-10-22T16:30:00Z,0,9,0,9,0,27211,1.0,2.0,0,-1072,72,1144,43,False,9,GK,2016-17
Simon_Mignolet,0,0,0,188,87,0,0.0,2016-10-22T16:30:00Z,0,19,0,9,0,100281,1.0,2.0,0,-7870,703,8573,50,True,9,GK,2016-17
Fraser_Forster,0,9,0,294,88,1,16.2,2016-10-23T12:30:00Z,90,10,0,9,2,185329,1.0,1.0,1,-3402,3871,7273,50,False,9,GK,2016-17
Claudio_Bravo,0,11,0,541,88,1,10.2,2016-10-23T12:30:00Z,90,13,0,9,1,104787,1.0,1.0,2,-1269,4601,5870,55,True,9,GK,2016-17
Alex_McCarthy,0,0,0,101,88,0,0.0,2016-10-23T12:30:00Z,0,10,0,9,0,7780,1.0,1.0,0,-152,26,178,44,False,9,GK,2016-17
Willy_Caballero,0,0,0,219,88,0,0.0,2016-10-23T12:30:00Z,0,13,0,9,0,16686,1.0,1.0,0,-654,44,698,49,True,9,GK,2016-17
Joe_Hart,0,0,0,218,88,0,0.0,2016-10-23T12:30:00Z,0,13,0,9,0,51893,1.0,1.0,0,-1464,14,1478,53,True,9,GK,2016-17
Paulo_Gazzaniga,0,0,0,295,88,0,0.0,2016-10-23T12:30:00Z,0,10,0,9,0,286,1.0,1.0,0,-4,4,8,45,False,9,GK,2016-17
Asmir_Begovic,0,0,0,74,84,0,0.0,2016-10-23T15:00:00Z,0,11,0,9,0,8974,0.0,4.0,0,-135,30,165,48,True,9,GK,2016-17
Sergio_Romero,0,0,0,243,84,0,0.0,2016-10-23T15:00:00Z,0,4,0,9,0,5014,0.0,4.0,0,-89,19,108,48,False,9,GK,2016-17
David_de Gea,0,11,0,242,84,4,13.4,2016-10-23T15:00:00Z,90,4,0,9,2,1620915,0.0,4.0,0,-20024,8617,28641,55,False,9,GK,2016-17
Thibaut_Courtois,0,30,1,73,84,0,30.8,2016-10-23T15:00:00Z,90,11,0,9,5,332175,0.0,4.0,7,-5585,2095,7680,55,True,9,GK,2016-17
David_Ospina,0,0,0,1,97,0,0.0,2016-10-29T11:30:00Z,0,15,0,10,0,8863,4.0,1.0,0,-161,40,201,48,False,10,GK,2016-17
Jordan_Pickford,0,15,0,340,97,4,24.0,2016-10-29T11:30:00Z,90,1,0,10,3,516760,4.0,1.0,1,9006,13855,4849,40,True,10,GK,2016-17
Maksymilian_Stryjek,0,0,0,547,97,0,0.0,2016-10-29T11:30:00Z,0,1,0,10,0,2692,4.0,1.0,0,13,88,75,40,True,10,GK,2016-17
Petr_Cech,0,1,0,2,97,1,0.0,2016-10-29T11:30:00Z,90,15,0,10,0,706857,4.0,1.0,1,9619,16254,6635,55,False,10,GK,2016-17
Vito_Mannone,0,0,0,339,97,0,0.0,2016-10-29T11:30:00Z,0,1,0,10,0,19863,4.0,1.0,0,-823,13,836,44,True,10,GK,2016-17
Michael_Simões Domingues,0,0,0,577,97,0,0.0,2016-10-29T11:30:00Z,0,1,0,10,0,309,4.0,1.0,0,-6,7,13,45,True,10,GK,2016-17
Nick_Pope,0,0,0,471,93,0,0.0,2016-10-29T14:00:00Z,0,11,0,10,0,81855,0.0,0.0,0,-600,303,903,40,False,10,GK,2016-17
Claudio_Bravo,0,25,1,541,100,0,9.2,2016-10-29T14:00:00Z,90,19,0,10,1,101138,4.0,0.0,6,-4834,1793,6627,55,False,10,GK,2016-17
Costel_Pantilimon,0,0,0,406,99,0,0.0,2016-10-29T14:00:00Z,0,7,0,10,0,19590,0.0,1.0,0,-354,43,397,44,True,10,GK,2016-17
Ben_Foster,0,14,0,430,100,4,22.8,2016-10-29T14:00:00Z,90,10,0,10,3,639782,4.0,0.0,1,-14492,2672,17164,47,True,10,GK,2016-17
Boaz_Myhill,0,0,0,429,100,0,0.0,2016-10-29T14:00:00Z,0,10,0,10,0,26532,4.0,0.0,0,-732,50,782,43,True,10,GK,2016-17
Bradley_Guzan,0,0,0,490,94,0,0.0,2016-10-29T14:00:00Z,0,2,0,10,0,26565,0.0,2.0,0,-849,64,913,44,True,10,GK,2016-17
Ben_Hamer,0,0,0,583,98,0,0.0,2016-10-29T14:00:00Z,0,17,0,10,0,359,1.0,1.0,0,-12,7,19,45,False,10,GK,2016-17
David_Marshall,0,9,0,554,99,1,9.6,2016-10-29T14:00:00Z,90,18,0,10,0,3530,0.0,1.0,2,-146,137,283,45,False,10,GK,2016-17
Artur_Boruc,0,12,0,29,94,2,9.8,2016-10-29T14:00:00Z,90,12,0,10,1,330773,0.0,2.0,1,23273,25427,2154,46,False,10,GK,2016-17
Dimitrios_Konstantopoulos,0,0,0,273,94,0,0.0,2016-10-29T14:00:00Z,0,2,0,10,0,6067,0.0,2.0,0,-131,18,149,43,True,10,GK,2016-17
Dusan_Kuciak,0,0,0,517,99,0,0.0,2016-10-29T14:00:00Z,0,18,0,10,0,10537,0.0,1.0,0,-29,157,186,40,False,10,GK,2016-17
Eldin_Jakupovic,0,0,0,147,99,0,0.0,2016-10-29T14:00:00Z,0,18,0,10,0,846260,0.0,1.0,0,-34210,2266,36476,41,False,10,GK,2016-17
David_de Gea,0,21,1,242,93,0,9.2,2016-10-29T14:00:00Z,90,3,0,10,1,1603246,0.0,0.0,6,-24962,8417,33379,55,True,10,GK,2016-17
Pau_López Sabata,0,0,0,564,98,0,0.0,2016-10-29T14:00:00Z,0,8,0,10,0,369,1.0,1.0,0,-3,11,14,50,True,10,GK,2016-17
Paul_Robinson,0,0,0,472,93,0,0.0,2016-10-29T14:00:00Z,0,11,0,10,0,101285,0.0,0.0,0,-885,265,1150,40,False,10,GK,2016-17
Kasper_Schmeichel,0,21,0,165,98,1,18.8,2016-10-29T14:00:00Z,90,17,0,10,5,354979,1.0,1.0,3,-7269,1341,8610,50,False,10,GK,2016-17
Adam_Federici,0,0,0,30,94,0,0.0,2016-10-29T14:00:00Z,0,12,0,10,0,4475,0.0,2.0,0,-53,45,98,44,False,10,GK,2016-17
Michel_Vorm,0,0,0,381,98,0,0.0,2016-10-29T14:00:00Z,0,8,0,10,0,13058,1.0,1.0,0,-521,54,575,50,True,10,GK,2016-17
Luke_McGee,0,0,0,529,98,0,0.0,2016-10-29T14:00:00Z,0,8,0,10,0,4412,1.0,1.0,0,-53,50,103,40,True,10,GK,2016-17
Willy_Caballero,0,0,0,219,100,0,0.0,2016-10-29T14:00:00Z,0,19,0,10,0,16224,4.0,0.0,0,-553,45,598,49,False,10,GK,2016-17
Víctor_Valdés,0,25,1,274,94,0,20.8,2016-10-29T14:00:00Z,90,2,0,10,2,178495,0.0,2.0,6,3338,5398,2060,45,True,10,GK,2016-17
Tom_Heaton,3,43,1,54,93,0,76.8,2016-10-29T14:00:00Z,90,11,0,10,11,389765,0.0,0.0,11,21973,24992,3019,46,False,10,GK,2016-17
Jack_Rose,0,0,0,548,100,0,0.0,2016-10-29T14:00:00Z,0,10,0,10,0,9331,4.0,0.0,0,83,240,157,40,True,10,GK,2016-17
Hugo_Lloris,0,7,0,380,98,1,12.0,2016-10-29T14:00:00Z,90,8,0,10,0,286593,1.0,1.0,2,10599,13900,3301,55,True,10,GK,2016-17
Allan_McGregor,0,0,0,146,99,0,0.0,2016-10-29T14:00:00Z,0,18,0,10,0,1051,0.0,1.0,0,-17,14,31,44,False,10,GK,2016-17
Heurelho_Gomes,0,25,1,407,99,0,15.0,2016-10-29T14:00:00Z,90,7,0,10,2,92327,0.0,1.0,6,2952,4079,1127,49,True,10,GK,2016-17
Ron-Robert_Zieler,0,0,0,166,98,0,0.0,2016-10-29T14:00:00Z,0,17,0,10,0,11310,1.0,1.0,0,-239,39,278,44,False,10,GK,2016-17
Joe_Hart,0,0,0,218,100,0,0.0,2016-10-29T14:00:00Z,0,19,0,10,0,50914,4.0,0.0,0,-1069,10,1079,53,False,10,GK,2016-17
Sergio_Romero,0,0,0,243,93,0,0.0,2016-10-29T14:00:00Z,0,3,0,10,0,5029,0.0,0.0,0,-82,19,101,48,True,10,GK,2016-17
Wayne_Hennessey,0,0,0,100,91,0,0.0,2016-10-29T16:30:00Z,0,9,0,10,0,95155,4.0,2.0,0,-3707,68,3775,44,True,10,GK,2016-17
Simon_Mignolet,0,0,0,188,91,0,0.0,2016-10-29T16:30:00Z,0,5,0,10,0,93390,4.0,2.0,0,-7302,342,7644,49,False,10,GK,2016-17
Steve_Mandanda,0,21,0,102,91,4,42.8,2016-10-29T16:30:00Z,90,9,0,10,6,146188,4.0,2.0,2,-2963,1072,4035,44,True,10,GK,2016-17
Julian_Speroni,0,0,0,99,91,0,0.0,2016-10-29T16:30:00Z,0,9,0,10,0,10226,4.0,2.0,0,-176,15,191,44,True,10,GK,2016-17
Alexander_Manninger,0,0,0,524,91,0,0.0,2016-10-29T16:30:00Z,0,5,0,10,0,15061,4.0,2.0,0,-69,235,304,40,False,10,GK,2016-17
Loris_Karius,0,17,0,189,91,2,34.6,2016-10-29T16:30:00Z,90,5,0,10,4,38716,4.0,2.0,2,2254,3738,1484,49,False,10,GK,2016-17
Mateusz_Hewelt,0,0,0,596,92,0,0.0,2016-10-30T13:30:00Z,0,20,0,10,0,0,0.0,2.0,0,0,0,0,40,True,10,GK,2016-17
Maarten_Stekelenburg,0,0,0,124,92,0,0.0,2016-10-30T13:30:00Z,0,20,0,10,0,203625,0.0,2.0,0,4667,12067,7400,51,True,10,GK,2016-17
Darren_Randolph,0,0,0,451,92,0,0.0,2016-10-30T13:30:00Z,0,6,0,10,0,21472,0.0,2.0,0,-334,35,369,44,False,10,GK,2016-17
Raphael_Spiegel,0,0,0,591,92,0,0.0,2016-10-30T13:30:00Z,0,6,0,10,0,2035,0.0,2.0,0,474,576,102,40,False,10,GK,2016-17
Joel_Robles,0,26,1,123,92,0,21.6,2016-10-30T13:30:00Z,90,20,0,10,3,4027,0.0,2.0,7,-70,21,91,48,True,10,GK,2016-17
Adrián_San Miguel del Castillo,0,18,0,450,92,2,36.2,2016-10-30T13:30:00Z,90,6,0,10,4,114642,0.0,2.0,2,-1888,894,2782,50,False,10,GK,2016-17
Fraser_Forster,0,17,0,294,95,2,32.8,2016-10-30T16:00:00Z,90,4,0,10,5,183817,2.0,0.0,2,-2269,2193,4462,50,True,10,GK,2016-17
Paulo_Gazzaniga,0,0,0,295,95,0,0.0,2016-10-30T16:00:00Z,0,4,0,10,0,288,2.0,0.0,0,0,3,3,45,True,10,GK,2016-17
Stuart_Taylor,0,0,0,597,95,0,0.0,2016-10-30T16:00:00Z,0,4,0,10,0,0,2.0,0.0,0,0,0,0,40,True,10,GK,2016-17
Thibaut_Courtois,0,21,1,73,95,0,6.2,2016-10-30T16:00:00Z,90,13,0,10,1,345236,2.0,0.0,6,7413,11117,3704,55,False,10,GK,2016-17
Alex_McCarthy,0,0,0,101,95,0,0.0,2016-10-30T16:00:00Z,0,4,0,10,0,7646,2.0,0.0,0,-171,15,186,44,True,10,GK,2016-17
Asmir_Begovic,0,0,0,74,95,0,0.0,2016-10-30T16:00:00Z,0,13,0,10,0,8956,2.0,0.0,0,-134,35,169,48,False,10,GK,2016-17
Jack_Butland,0,0,0,316,96,0,0.0,2016-10-31T20:00:00Z,0,16,0,10,0,55942,1.0,3.0,0,-2260,75,2335,47,True,10,GK,2016-17
Jakob_Haugaard,0,0,0,317,96,0,0.0,2016-10-31T20:00:00Z,0,16,0,10,0,4121,1.0,3.0,0,-87,6,93,43,True,10,GK,2016-17
Lee_Grant,0,19,0,574,96,1,30.0,2016-10-31T20:00:00Z,90,16,0,10,5,82237,1.0,3.0,3,23094,23934,840,41,True,10,GK,2016-17
Lukasz_Fabianski,0,12,0,356,96,3,16.8,2016-10-31T20:00:00Z,90,14,0,10,2,213471,1.0,3.0,1,-2129,1193,3322,51,False,10,GK,2016-17
Shay_Given,0,0,0,315,96,0,0.0,2016-10-31T20:00:00Z,0,16,0,10,0,26083,1.0,3.0,0,-1327,99,1426,45,True,10,GK,2016-17
Kristoffer_Nordfeldt,0,0,0,357,96,0,0.0,2016-10-31T20:00:00Z,0,14,0,10,0,98378,1.0,3.0,0,-787,195,982,40,False,10,GK,2016-17
Jakob_Haugaard,0,0,0,317,110,0,0.0,2016-11-05T15:00:00Z,0,20,0,11,0,4048,1.0,1.0,0,-89,13,102,43,False,11,GK,2016-17
Jack_Butland,0,0,0,316,110,0,0.0,2016-11-05T15:00:00Z,0,20,0,11,0,53178,1.0,1.0,0,-2840,120,2960,47,False,11,GK,2016-17
Jordan_Pickford,0,21,0,340,102,1,42.8,2016-11-05T15:00:00Z,90,2,0,11,6,534242,2.0,1.0,4,13993,20622,6629,40,False,11,GK,2016-17
Joe_Hart,0,0,0,218,108,0,0.0,2016-11-05T15:00:00Z,0,12,0,11,0,49787,1.0,1.0,0,-1193,14,1207,53,True,11,GK,2016-17
Artur_Boruc,0,12,0,29,102,2,14.6,2016-11-05T15:00:00Z,90,15,0,11,2,347015,2.0,1.0,1,13614,21072,7458,46,True,11,GK,2016-17
Bradley_Guzan,0,0,0,490,108,0,0.0,2016-11-05T15:00:00Z,0,10,0,11,0,25640,1.0,1.0,0,-992,76,1068,44,False,11,GK,2016-17
Adam_Federici,0,0,0,30,102,0,0.0,2016-11-05T15:00:00Z,0,15,0,11,0,4474,2.0,1.0,0,-59,57,116,44,True,11,GK,2016-17
Adrián_San Miguel del Castillo,0,9,0,450,110,1,13.2,2016-11-05T15:00:00Z,90,14,0,11,3,113169,1.0,1.0,2,-1984,1646,3630,50,True,11,GK,2016-17
Dimitrios_Konstantopoulos,0,0,0,273,108,0,0.0,2016-11-05T15:00:00Z,0,10,0,11,0,5938,1.0,1.0,0,-188,27,215,43,False,11,GK,2016-17
Claudio_Bravo,0,11,0,541,108,1,13.2,2016-11-05T15:00:00Z,90,12,0,11,2,107167,1.0,1.0,2,4099,8593,4494,55,True,11,GK,2016-17
Darren_Randolph,0,0,0,451,110,0,0.0,2016-11-05T15:00:00Z,0,14,0,11,0,21102,1.0,1.0,0,-431,58,489,44,True,11,GK,2016-17
Paul_Robinson,0,0,0,472,103,0,0.0,2016-11-05T15:00:00Z,0,5,0,11,0,100226,2.0,3.0,0,-1242,466,1708,40,True,11,GK,2016-17
Michael_Simões Domingues,0,0,0,577,102,0,0.0,2016-11-05T15:00:00Z,0,2,0,11,0,326,2.0,1.0,0,1,14,13,45,False,11,GK,2016-17
Vito_Mannone,0,0,0,339,102,0,0.0,2016-11-05T15:00:00Z,0,2,0,11,0,18978,2.0,1.0,0,-905,20,925,44,False,11,GK,2016-17
Maksymilian_Stryjek,0,0,0,547,102,0,0.0,2016-11-05T15:00:00Z,0,2,0,11,0,2782,2.0,1.0,0,28,126,98,40,False,11,GK,2016-17
Wayne_Hennessey,0,0,0,100,103,0,0.0,2016-11-05T15:00:00Z,0,3,0,11,0,90841,2.0,3.0,0,-4427,163,4590,43,False,11,GK,2016-17
Tom_Heaton,0,16,0,54,103,2,26.6,2016-11-05T15:00:00Z,90,5,0,11,3,534285,2.0,3.0,2,132251,134429,2178,47,True,11,GK,2016-17
Nick_Pope,0,0,0,471,103,0,0.0,2016-11-05T15:00:00Z,0,5,0,11,0,81208,2.0,3.0,0,-790,538,1328,40,True,11,GK,2016-17
Willy_Caballero,0,0,0,219,108,0,0.0,2016-11-05T15:00:00Z,0,12,0,11,0,15801,1.0,1.0,0,-513,123,636,48,True,11,GK,2016-17
Shay_Given,0,0,0,315,110,0,0.0,2016-11-05T15:00:00Z,0,20,0,11,0,25029,1.0,1.0,0,-1154,113,1267,45,False,11,GK,2016-17
Julian_Speroni,0,0,0,99,103,0,0.0,2016-11-05T15:00:00Z,0,3,0,11,0,10009,2.0,3.0,0,-237,30,267,44,False,11,GK,2016-17
Raphael_Spiegel,0,0,0,591,110,0,0.0,2016-11-05T15:00:00Z,0,14,0,11,0,2906,1.0,1.0,0,579,729,150,40,True,11,GK,2016-17
Steve_Mandanda,0,12,0,102,103,3,21.6,2016-11-05T15:00:00Z,90,3,0,11,3,145361,2.0,3.0,2,-1538,2704,4242,44,False,11,GK,2016-17
Víctor_Valdés,0,21,0,274,108,1,41.4,2016-11-05T15:00:00Z,90,10,0,11,6,181766,1.0,1.0,4,1684,6299,4615,45,False,11,GK,2016-17
Lee_Grant,0,13,0,574,110,1,15.0,2016-11-05T15:00:00Z,90,20,0,11,2,94293,1.0,1.0,2,10691,12964,2273,41,False,11,GK,2016-17
Asmir_Begovic,0,0,0,74,104,0,0.0,2016-11-05T17:30:00Z,0,6,0,11,0,8906,0.0,5.0,0,-172,34,206,48,True,11,GK,2016-17
Mateusz_Hewelt,0,0,0,596,104,0,0.0,2016-11-05T17:30:00Z,0,4,0,11,0,359,0.0,5.0,0,221,244,23,40,False,11,GK,2016-17
Thibaut_Courtois,0,19,1,73,104,0,2.0,2016-11-05T17:30:00Z,90,6,0,11,0,364484,0.0,5.0,6,12070,18163,6093,55,True,11,GK,2016-17
Maarten_Stekelenburg,0,15,0,124,104,5,30.2,2016-11-05T17:30:00Z,90,4,0,11,4,180279,0.0,5.0,1,-24478,3649,28127,51,False,11,GK,2016-17
Joel_Robles,0,0,0,123,104,0,0.0,2016-11-05T17:30:00Z,0,4,0,11,0,4329,0.0,5.0,0,198,309,111,48,False,11,GK,2016-17
Pau_López Sabata,0,0,0,564,101,0,0.0,2016-11-06T12:00:00Z,0,1,0,11,0,402,1.0,1.0,0,4,20,16,50,False,11,GK,2016-17
Petr_Cech,0,12,0,2,101,1,17.0,2016-11-06T12:00:00Z,90,17,0,11,2,690438,1.0,1.0,2,-21803,4656,26459,55,True,11,GK,2016-17
Luke_McGee,0,0,0,529,101,0,0.0,2016-11-06T12:00:00Z,0,1,0,11,0,4448,1.0,1.0,0,-50,79,129,40,False,11,GK,2016-17
David_Ospina,0,0,0,1,101,0,0.0,2016-11-06T12:00:00Z,0,17,0,11,0,8861,1.0,1.0,0,-165,61,226,48,True,11,GK,2016-17
Michel_Vorm,0,0,0,381,101,0,0.0,2016-11-06T12:00:00Z,0,1,0,11,0,12674,1.0,1.0,0,-475,55,530,49,False,11,GK,2016-17
Hugo_Lloris,0,13,0,380,101,1,20.4,2016-11-06T12:00:00Z,90,1,0,11,2,282884,1.0,1.0,2,-6939,5223,12162,55,False,11,GK,2016-17
Alexander_Manninger,0,0,0,524,107,0,0.0,2016-11-06T14:15:00Z,0,18,0,11,0,15264,1.0,6.0,0,-27,356,383,40,True,11,GK,2016-17
Alex_McCarthy,0,0,0,101,105,0,0.0,2016-11-06T14:15:00Z,0,7,0,11,0,7273,1.0,2.0,0,-377,13,390,44,False,11,GK,2016-17
