name,bonus,bps,clean_sheets,element,fixture,goals_conceded,influence,kickoff_time,minutes,opponent_team,penalties_saved,round,saves,selected,team_a_score,team_h_score,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,GW,position,season
Ron-Robert_Zieler,0,0,0,166,4,0,0.0,2016-08-13T11:30:00Z,0,7,0,1,0,9175,1.0,2.0,0,0,0,0,45,False,1,GK,2016-17
Allan_McGregor,0,0,0,146,4,0,0.0,2016-08-13T11:30:00Z,0,8,0,1,0,1141,1.0,2.0,0,0,0,0,45,True,1,GK,2016-17
Eldin_Jakupovic,0,16,0,147,4,1,25.2,2016-08-13T11:30:00Z,90,8,0,1,4,451193,1.0,2.0,3,0,0,0,40,True,1,GK,2016-17
Dusan_Kuciak,0,0,0,517,4,0,0.0,2016-08-13T11:30:00Z,0,8,0,1,0,0,1.0,2.0,0,0,0,0,40,True,1,GK,2016-17
Kasper_Schmeichel,0,14,0,165,4,2,24.6,2016-08-13T11:30:00Z,90,7,0,1,3,448030,1.0,2.0,2,0,0,0,50,False,1,GK,2016-17
Kristoffer_Nordfeldt,0,0,0,357,1,0,0.0,2016-08-13T14:00:00Z,0,3,0,1,0,104267,1.0,0.0,0,0,0,0,40,False,1,GK,2016-17
Julian_Speroni,0,0,0,99,2,0,0.0,2016-08-13T14:00:00Z,0,19,0,1,0,12047,1.0,0.0,0,0,0,0,45,True,1,GK,2016-17
Jakob_Haugaard,0,0,0,317,6,0,0.0,2016-08-13T14:00:00Z,0,12,0,1,0,5878,1.0,1.0,0,0,0,0,45,False,1,GK,2016-17
Jack_Butland,0,0,0,316,6,0,0.0,2016-08-13T14:00:00Z,0,12,0,1,0,172438,1.0,1.0,0,0,0,0,50,False,1,GK,2016-17
Hugo_Lloris,0,10,0,380,3,1,25.2,2016-08-13T14:00:00Z,34,6,0,1,3,276062,1.0,1.0,2,0,0,0,55,False,1,GK,2016-17
Heurelho_Gomes,1,23,0,407,7,1,25.8,2016-08-13T14:00:00Z,90,13,0,1,6,109109,1.0,1.0,4,0,0,0,50,False,1,GK,2016-17
Joel_Robles,0,0,0,123,3,0,0.0,2016-08-13T14:00:00Z,0,17,0,1,0,4480,1.0,1.0,0,0,0,0,50,True,1,GK,2016-17
Paul_Robinson,0,0,0,472,1,0,0.0,2016-08-13T14:00:00Z,0,16,0,1,0,107664,1.0,0.0,0,0,0,0,40,True,1,GK,2016-17
Paulo_Gazzaniga,0,0,0,295,7,0,0.0,2016-08-13T14:00:00Z,0,18,0,1,0,389,1.0,1.0,0,0,0,0,45,True,1,GK,2016-17
Steve_Mandanda,0,0,0,102,2,0,0.0,2016-08-13T14:00:00Z,0,19,0,1,0,152353,1.0,0.0,0,0,0,0,45,True,1,GK,2016-17
Shay_Given,0,7,0,315,6,1,10.2,2016-08-13T14:00:00Z,90,12,0,1,1,12181,1.0,1.0,1,0,0,0,45,False,1,GK,2016-17
Maarten_Stekelenburg,0,15,0,124,3,1,21.8,2016-08-13T14:00:00Z,90,17,0,1,3,31420,1.0,1.0,3,0,0,0,50,True,1,GK,2016-17
Lukasz_Fabianski,1,30,1,356,1,0,19.4,2016-08-13T14:00:00Z,90,3,0,1,3,54385,1.0,0.0,8,0,0,0,50,False,1,GK,2016-17
Nick_Pope,0,0,0,471,1,0,0.0,2016-08-13T14:00:00Z,0,16,0,1,0,84427,1.0,0.0,0,0,0,0,40,True,1,GK,2016-17
Michel_Vorm,0,8,0,381,3,0,14.4,2016-08-13T14:00:00Z,56,6,0,1,2,3957,1.0,1.0,1,0,0,0,50,False,1,GK,2016-17
Tom_Heaton,0,24,0,54,1,1,47.8,2016-08-13T14:00:00Z,90,16,0,1,7,144402,1.0,0.0,4,0,0,0,45,True,1,GK,2016-17
Bradley_Guzan,0,0,0,490,6,0,0.0,2016-08-13T14:00:00Z,0,14,0,1,0,29989,1.0,1.0,0,0,0,0,45,True,1,GK,2016-17
Boaz_Myhill,0,0,0,429,2,0,0.0,2016-08-13T14:00:00Z,0,5,0,1,0,49688,1.0,0.0,0,0,0,0,45,False,1,GK,2016-17
Ben_Foster,3,32,1,430,2,0,23.6,2016-08-13T14:00:00Z,90,5,0,1,4,173290,1.0,0.0,10,0,0,0,45,False,1,GK,2016-17
Wayne_Hennessey,0,12,0,100,2,1,13.2,2016-08-13T14:00:00Z,90,19,0,1,2,165753,1.0,0.0,2,0,0,0,45,True,1,GK,2016-17
Dimitrios_Konstantopoulos,0,0,0,273,6,0,0.0,2016-08-13T14:00:00Z,0,14,0,1,0,9067,1.0,1.0,0,0,0,0,45,True,1,GK,2016-17
Costel_Pantilimon,0,0,0,406,7,0,0.0,2016-08-13T14:00:00Z,0,13,0,1,0,23529,1.0,1.0,0,0,0,0,45,False,1,GK,2016-17
Fraser_Forster,0,7,0,294,7,1,2.0,2016-08-13T14:00:00Z,90,18,0,1,0,171065,1.0,1.0,2,0,0,0,50,True,1,GK,2016-17
Víctor_Valdés,0,8,0,274,6,1,2.0,2016-08-13T14:00:00Z,90,14,0,1,0,251531,1.0,1.0,2,0,0,0,45,True,1,GK,2016-17
Alex_McCarthy,0,0,0,101,7,0,0.0,2016-08-13T14:00:00Z,0,18,0,1,0,8821,1.0,1.0,0,0,0,0,45,True,1,GK,2016-17
Willy_Caballero,0,12,0,219,5,1,17.4,2016-08-13T16:30:00Z,90,15,0,1,2,5495,1.0,2.0,2,0,0,0,50,True,1,GK,2016-17
Joe_Hart,0,0,0,218,5,0,0.0,2016-08-13T16:30:00Z,0,15,0,1,0,200797,1.0,2.0,0,0,0,0,55,True,1,GK,2016-17
Vito_Mannone,0,14,0,339,5,2,14.8,2016-08-13T16:30:00Z,90,10,0,1,3,39647,1.0,2.0,2,0,0,0,45,False,1,GK,2016-17
Jordan_Pickford,0,0,0,340,5,0,0.0,2016-08-13T16:30:00Z,0,10,0,1,0,303061,1.0,2.0,0,0,0,0,40,False,1,GK,2016-17
Adam_Federici,0,0,0,30,9,0,0.0,2016-08-14T12:30:00Z,0,11,0,1,0,4315,3.0,1.0,0,0,0,0,45,True,1,GK,2016-17
Sergio_Romero,0,0,0,243,9,0,0.0,2016-08-14T12:30:00Z,0,2,0,1,0,4289,3.0,1.0,0,0,0,0,50,False,1,GK,2016-17
Artur_Boruc,0,15,0,29,9,3,30.2,2016-08-14T12:30:00Z,90,11,0,1,4,191871,3.0,1.0,2,0,0,0,45,True,1,GK,2016-17
David_de Gea,0,10,0,242,9,1,17.2,2016-08-14T12:30:00Z,90,2,0,1,2,1392043,3.0,1.0,2,0,0,0,55,False,1,GK,2016-17
Loris_Karius,0,0,0,189,8,0,0.0,2016-08-14T15:00:00Z,0,1,0,1,0,10397,4.0,3.0,0,0,0,0,50,False,1,GK,2016-17
Alexander_Manninger,0,0,0,524,8,0,0.0,2016-08-14T15:00:00Z,0,1,0,1,0,0,4.0,3.0,0,0,0,0,40,False,1,GK,2016-17
Simon_Mignolet,1,29,0,188,8,3,39.0,2016-08-14T15:00:00Z,90,1,1,1,2,60528,4.0,3.0,7,0,0,0,50,False,1,GK,2016-17
David_Ospina,0,0,0,1,8,0,0.0,2016-08-14T15:00:00Z,0,9,0,1,0,6064,4.0,3.0,0,0,0,0,50,True,1,GK,2016-17
Petr_Cech,0,14,0,2,8,4,23.6,2016-08-14T15:00:00Z,90,9,0,1,3,558286,4.0,3.0,1,0,0,0,55,True,1,GK,2016-17
Thibaut_Courtois,0,12,0,73,10,1,13.4,2016-08-15T19:00:00Z,90,20,0,1,2,264255,1.0,2.0,2,0,0,0,55,True,1,GK,2016-17
Darren_Randolph,0,0,0,451,10,0,0.0,2016-08-15T19:00:00Z,0,4,0,1,0,24570,1.0,2.0,0,0,0,0,45,False,1,GK,2016-17
Asmir_Begovic,0,0,0,74,10,0,0.0,2016-08-15T19:00:00Z,0,20,0,1,0,7796,1.0,2.0,0,0,0,0,50,True,1,GK,2016-17
Adrián_San Miguel del Castillo,0,16,0,450,10,2,29.8,2016-08-15T19:00:00Z,90,4,0,1,4,94480,1.0,2.0,2,0,0,0,50,False,1,GK,2016-17
David_de Gea,0,21,1,242,11,0,8.4,2016-08-19T19:00:00Z,90,13,0,2,1,1599510,0.0,2.0,6,20807,48379,27572,55,True,2,GK,2016-17
Sergio_Romero,0,0,0,243,11,0,0.0,2016-08-19T19:00:00Z,0,13,0,2,0,4834,0.0,2.0,0,-441,82,523,50,True,2,GK,2016-17
Paulo_Gazzaniga,0,0,0,295,11,0,0.0,2016-08-19T19:00:00Z,0,11,0,2,0,367,0.0,2.0,0,-48,5,53,45,False,2,GK,2016-17
Fraser_Forster,0,14,0,294,11,2,17.4,2016-08-19T19:00:00Z,90,11,0,2,3,181020,0.0,2.0,2,-3694,5169,8863,50,False,2,GK,2016-17
Alex_McCarthy,0,0,0,101,11,0,0.0,2016-08-19T19:00:00Z,0,11,0,2,0,9011,0.0,2.0,0,-589,71,660,45,False,2,GK,2016-17
Jack_Butland,0,0,0,316,14,0,0.0,2016-08-20T11:30:00Z,0,10,0,2,0,139095,4.0,1.0,0,-36629,591,37220,49,True,2,GK,2016-17
Willy_Caballero,0,15,0,219,14,1,17.6,2016-08-20T11:30:00Z,90,14,0,2,2,21605,4.0,1.0,2,8233,9386,1153,50,False,2,GK,2016-17
Shay_Given,0,14,0,315,14,4,16.8,2016-08-20T11:30:00Z,90,10,0,2,2,15967,4.0,1.0,0,303,877,574,45,True,2,GK,2016-17
Joe_Hart,0,0,0,218,14,0,0.0,2016-08-20T11:30:00Z,0,14,0,2,0,151164,4.0,1.0,0,-59805,1163,60968,54,False,2,GK,2016-17
Jakob_Haugaard,0,0,0,317,14,0,0.0,2016-08-20T11:30:00Z,0,10,0,2,0,5666,4.0,1.0,0,-502,28,530,45,True,2,GK,2016-17
Lukasz_Fabianski,0,12,0,356,15,2,18.0,2016-08-20T14:00:00Z,90,7,0,2,2,122946,2.0,0.0,1,24043,26997,2954,50,True,2,GK,2016-17
Loris_Karius,0,0,0,189,12,0,0.0,2016-08-20T14:00:00Z,0,3,0,2,0,10357,0.0,2.0,0,-1463,129,1592,50,False,2,GK,2016-17
Wayne_Hennessey,0,17,0,100,16,1,31.0,2016-08-20T14:00:00Z,90,17,0,2,4,164916,0.0,1.0,3,-6367,2119,8486,45,False,2,GK,2016-17
Maarten_Stekelenburg,0,12,0,124,18,1,24.0,2016-08-20T14:00:00Z,90,19,0,2,3,63946,2.0,1.0,2,14695,17040,2345,50,False,2,GK,2016-17
Luke_McGee,0,0,0,529,16,0,0.0,2016-08-20T14:00:00Z,0,5,0,2,0,0,0.0,1.0,0,0,0,0,40,True,2,GK,2016-17
Julian_Speroni,0,0,0,99,16,0,0.0,2016-08-20T14:00:00Z,0,17,0,2,0,12322,0.0,1.0,0,-679,97,776,45,False,2,GK,2016-17
Kristoffer_Nordfeldt,0,0,0,357,15,0,0.0,2016-08-20T14:00:00Z,0,7,0,2,0,107880,2.0,0.0,0,-1989,1076,3065,40,True,2,GK,2016-17
Paul_Robinson,0,0,0,472,12,0,0.0,2016-08-20T14:00:00Z,0,9,0,2,0,111488,0.0,2.0,0,-2534,1171,3705,40,True,2,GK,2016-17
Thibaut_Courtois,0,9,0,73,17,1,8.8,2016-08-20T14:00:00Z,90,18,0,2,1,348069,2.0,1.0,2,24377,33669,9292,55,False,2,GK,2016-17
Simon_Mignolet,0,8,0,188,12,2,4.4,2016-08-20T14:00:00Z,90,3,0,2,0,118750,0.0,2.0,1,27262,30931,3669,50,False,2,GK,2016-17
Steve_Mandanda,0,0,0,102,16,0,0.0,2016-08-20T14:00:00Z,0,17,0,2,0,150203,0.0,1.0,0,-13601,1516,15117,45,False,2,GK,2016-17
Michel_Vorm,0,26,1,381,16,0,16.0,2016-08-20T14:00:00Z,90,5,0,2,2,13593,0.0,1.0,6,6088,6767,679,50,True,2,GK,2016-17
Tom_Heaton,3,31,1,54,12,0,25.6,2016-08-20T14:00:00Z,90,9,0,2,5,154198,0.0,2.0,10,467,5201,4734,45,True,2,GK,2016-17
Nick_Pope,0,0,0,471,12,0,0.0,2016-08-20T14:00:00Z,0,9,0,2,0,88638,0.0,2.0,0,-1577,1257,2834,40,True,2,GK,2016-17
Costel_Pantilimon,0,0,0,406,17,0,0.0,2016-08-20T14:00:00Z,0,4,0,2,0,23958,2.0,1.0,0,-1463,178,1641,45,True,2,GK,2016-17
Joel_Robles,0,0,0,123,18,0,0.0,2016-08-20T14:00:00Z,0,19,0,2,0,4496,2.0,1.0,0,-645,80,725,50,False,2,GK,2016-17
Eldin_Jakupovic,0,27,1,147,15,0,14.6,2016-08-20T14:00:00Z,90,16,0,2,3,560174,2.0,0.0,7,37128,42910,5782,40,False,2,GK,2016-17
Dusan_Kuciak,0,0,0,517,15,0,0.0,2016-08-20T14:00:00Z,0,16,0,2,0,4543,2.0,0.0,0,754,902,148,40,False,2,GK,2016-17
Allan_McGregor,0,0,0,146,15,0,0.0,2016-08-20T14:00:00Z,0,16,0,2,0,1229,2.0,0.0,0,-87,44,131,45,False,2,GK,2016-17
Alexander_Manninger,0,0,0,524,12,0,0.0,2016-08-20T14:00:00Z,0,3,0,2,0,5408,0.0,2.0,0,883,1014,131,40,False,2,GK,2016-17
Boaz_Myhill,0,0,0,429,18,0,0.0,2016-08-20T14:00:00Z,0,6,0,2,0,45482,2.0,1.0,0,-5255,232,5487,45,True,2,GK,2016-17
Ben_Foster,0,18,0,430,18,2,39.2,2016-08-20T14:00:00Z,90,6,0,2,5,395142,2.0,1.0,2,102854,109211,6357,46,True,2,GK,2016-17
Asmir_Begovic,0,0,0,74,17,0,0.0,2016-08-20T14:00:00Z,0,18,0,2,0,8959,2.0,1.0,0,-657,234,891,50,False,2,GK,2016-17
Heurelho_Gomes,0,15,0,407,17,2,9.4,2016-08-20T14:00:00Z,90,4,0,2,2,113938,2.0,1.0,1,-1816,3161,4977,50,True,2,GK,2016-17
Hugo_Lloris,0,0,0,380,16,0,0.0,2016-08-20T14:00:00Z,0,5,0,2,0,209391,0.0,1.0,0,-77118,1327,78445,55,True,2,GK,2016-17
Petr_Cech,0,24,1,2,13,0,9.8,2016-08-20T16:30:00Z,90,8,0,2,1,592228,0.0,0.0,6,-19274,9705,28979,55,False,2,GK,2016-17
Kasper_Schmeichel,1,30,1,165,13,0,26.4,2016-08-20T16:30:00Z,90,1,0,2,4,463473,0.0,0.0,8,-23030,6371,29401,50,True,2,GK,2016-17
Ron-Robert_Zieler,0,0,0,166,13,0,0.0,2016-08-20T16:30:00Z,0,1,0,2,0,9810,0.0,0.0,0,-756,87,843,45,True,2,GK,2016-17
David_Ospina,0,0,0,1,13,0,0.0,2016-08-20T16:30:00Z,0,8,0,2,0,7400,0.0,0.0,0,-578,153,731,50,False,2,GK,2016-17
Vito_Mannone,0,11,0,339,19,2,5.8,2016-08-21T12:30:00Z,90,12,0,2,1,45301,2.0,1.0,1,1459,3020,1561,45,True,2,GK,2016-17
Víctor_Valdés,0,0,0,274,19,0,0.0,2016-08-21T12:30:00Z,0,15,0,2,0,280313,2.0,1.0,0,4362,12690,8328,45,False,2,GK,2016-17
Jordan_Pickford,0,0,0,340,19,0,0.0,2016-08-21T12:30:00Z,0,12,0,2,0,302296,2.0,1.0,0,-8535,1598,10133,40,True,2,GK,2016-17
Dimitrios_Konstantopoulos,0,0,0,273,19,0,0.0,2016-08-21T12:30:00Z,0,15,0,2,0,8596,2.0,1.0,0,-915,37,952,45,False,2,GK,2016-17
Bradley_Guzan,0,14,0,490,19,1,26.4,2016-08-21T12:30:00Z,90,15,0,2,4,28587,2.0,1.0,3,-2804,125,2929,45,False,2,GK,2016-17
Adam_Federici,0,0,0,30,20,0,0.0,2016-08-21T15:00:00Z,0,20,0,2,0,4539,0.0,1.0,0,-223,65,288,45,False,2,GK,2016-17
Darren_Randolph,0,0,0,451,20,0,0.0,2016-08-21T15:00:00Z,0,2,0,2,0,25680,0.0,1.0,0,-1055,260,1315,45,True,2,GK,2016-17
Adrián_San Miguel del Castillo,2,30,1,450,20,0,28.6,2016-08-21T15:00:00Z,90,2,0,2,5,112337,0.0,1.0,9,6079,9312,3233,50,True,2,GK,2016-17
Artur_Boruc,0,11,0,29,20,1,10.0,2016-08-21T15:00:00Z,90,20,0,2,1,192550,0.0,1.0,2,-5665,2061,7726,45,False,2,GK,2016-17
Loris_Karius,0,0,0,189,27,0,0.0,2016-08-27T11:30:00Z,0,17,0,3,0,10070,1.0,1.0,0,-824,164,988,50,False,3,GK,2016-17
Simon_Mignolet,0,15,0,188,27,1,18.0,2016-08-27T11:30:00Z,90,17,0,3,3,116863,1.0,1.0,3,-9354,5028,14382,50,False,3,GK,2016-17
Luke_McGee,0,0,0,529,27,0,0.0,2016-08-27T11:30:00Z,0,9,0,3,0,3167,1.0,1.0,0,1044,1189,145,40,True,3,GK,2016-17
Michel_Vorm,0,17,0,381,27,1,25.2,2016-08-27T11:30:00Z,90,9,0,3,2,18565,1.0,1.0,2,2583,4440,1857,50,True,3,GK,2016-17
Alexander_Manninger,0,0,0,524,27,0,0.0,2016-08-27T11:30:00Z,0,17,0,3,0,9242,1.0,1.0,0,1079,1592,513,40,False,3,GK,2016-17
Hugo_Lloris,0,0,0,380,27,0,0.0,2016-08-27T11:30:00Z,0,9,0,3,0,165884,1.0,1.0,0,-45095,342,45437,54,True,3,GK,2016-17
Joel_Robles,0,0,0,123,23,0,0.0,2016-08-27T14:00:00Z,0,14,0,3,0,4471,0.0,1.0,0,-417,121,538,49,True,3,GK,2016-17
Kristoffer_Nordfeldt,0,0,0,357,25,0,0.0,2016-08-27T14:00:00Z,0,8,0,3,0,106553,1.0,2.0,0,-2881,1109,3990,40,False,3,GK,2016-17
Kasper_Schmeichel,0,10,0,165,25,0,16.8,2016-08-27T14:00:00Z,56,16,0,3,2,513460,1.0,2.0,1,19773,38840,19067,50,True,3,GK,2016-17
Julian_Speroni,0,0,0,99,22,0,0.0,2016-08-27T14:00:00Z,0,2,0,3,0,12058,1.0,1.0,0,-668,184,852,45,True,3,GK,2016-17
Lukasz_Fabianski,3,31,0,356,25,2,45.4,2016-08-27T14:00:00Z,90,8,1,3,4,121436,1.0,2.0,10,-7392,3460,10852,50,False,3,GK,2016-17
Jordan_Pickford,0,18,0,340,26,1,27.8,2016-08-27T14:00:00Z,90,13,0,3,6,296572,1.0,1.0,4,-8585,5440,14025,40,False,3,GK,2016-17
Maksymilian_Stryjek,0,0,0,547,26,0,0.0,2016-08-27T14:00:00Z,0,13,0,3,0,0,1.0,1.0,0,0,0,0,40,False,3,GK,2016-17
Steve_Mandanda,0,12,0,102,22,1,19.4,2016-08-27T14:00:00Z,90,2,0,3,2,138839,1.0,1.0,2,-15381,2129,17510,45,True,3,GK,2016-17
Shay_Given,3,39,0,315,23,1,60.4,2016-08-27T14:00:00Z,90,6,1,3,8,17641,0.0,1.0,10,210,1214,1004,45,False,3,GK,2016-17
Thibaut_Courtois,0,20,1,73,21,0,5.2,2016-08-27T14:00:00Z,90,3,0,3,0,367564,0.0,3.0,6,-3529,16243,19772,55,True,3,GK,2016-17
Wayne_Hennessey,0,0,0,100,22,0,0.0,2016-08-27T14:00:00Z,0,2,0,3,0,161432,1.0,1.0,0,-6146,8124,14270,45,True,3,GK,2016-17
Tom_Heaton,0,20,0,54,21,3,45.6,2016-08-27T14:00:00Z,90,4,0,3,6,247112,0.0,3.0,3,58528,68412,9884,45,False,3,GK,2016-17
Vito_Mannone,0,0,0,339,26,0,0.0,2016-08-27T14:00:00Z,0,13,0,3,0,39608,1.0,1.0,0,-6447,659,7106,45,False,3,GK,2016-17
Nick_Pope,0,0,0,471,21,0,0.0,2016-08-27T14:00:00Z,0,4,0,3,0,88650,0.0,3.0,0,-2119,2072,4191,40,False,3,GK,2016-17
Ron-Robert_Zieler,0,4,0,166,25,1,0.6,2016-08-27T14:00:00Z,34,16,0,3,0,9931,1.0,2.0,1,-513,150,663,45,True,3,GK,2016-17
Petr_Cech,0,22,0,2,28,1,32.6,2016-08-27T14:00:00Z,90,18,0,3,6,614051,3.0,1.0,4,-7527,17832,25359,55,False,3,GK,2016-17
Paul_Robinson,0,0,0,472,21,0,0.0,2016-08-27T14:00:00Z,0,4,0,3,0,110707,0.0,3.0,0,-3262,1864,5126,40,False,3,GK,2016-17
Paulo_Gazzaniga,0,0,0,295,26,0,0.0,2016-08-27T14:00:00Z,0,15,0,3,0,342,1.0,1.0,0,-37,8,45,45,True,3,GK,2016-17
Maarten_Stekelenburg,0,24,1,124,23,0,10.6,2016-08-27T14:00:00Z,90,14,0,3,1,73101,0.0,1.0,6,4114,9005,4891,50,True,3,GK,2016-17
David_Ospina,0,0,0,1,28,0,0.0,2016-08-27T14:00:00Z,0,18,0,3,0,7708,3.0,1.0,0,-571,150,721,50,False,3,GK,2016-17
Artur_Boruc,0,26,0,29,22,1,41.4,2016-08-27T14:00:00Z,90,5,1,3,3,186834,1.0,1.0,7,-8343,3375,11718,45,False,3,GK,2016-17
Asmir_Begovic,0,0,0,74,21,0,0.0,2016-08-27T14:00:00Z,0,3,0,3,0,8966,0.0,3.0,0,-722,172,894,50,True,3,GK,2016-17
Costel_Pantilimon,0,0,0,406,28,0,0.0,2016-08-27T14:00:00Z,0,1,0,3,0,23240,3.0,1.0,0,-1620,276,1896,45,True,3,GK,2016-17
Fraser_Forster,0,10,0,294,26,1,6.0,2016-08-27T14:00:00Z,90,15,0,3,1,183255,1.0,1.0,2,-3245,7039,10284,50,True,3,GK,2016-17
Jakob_Haugaard,0,0,0,317,23,0,0.0,2016-08-27T14:00:00Z,0,6,0,3,0,5396,0.0,1.0,0,-403,30,433,45,False,3,GK,2016-17
Adam_Federici,0,0,0,30,22,0,0.0,2016-08-27T14:00:00Z,0,5,0,3,0,4562,1.0,1.0,0,-194,66,260,45,False,3,GK,2016-17
Heurelho_Gomes,0,17,0,407,28,3,30.8,2016-08-27T14:00:00Z,90,1,0,3,4,107515,3.0,1.0,2,-8192,1144,9336,50,True,3,GK,2016-17
Jack_Butland,0,0,0,316,23,0,0.0,2016-08-27T14:00:00Z,0,6,0,3,0,117252,0.0,1.0,0,-22967,604,23571,49,False,3,GK,2016-17
Alex_McCarthy,0,0,0,101,26,0,0.0,2016-08-27T14:00:00Z,0,15,0,3,0,8837,1.0,1.0,0,-462,97,559,45,True,3,GK,2016-17
Dusan_Kuciak,0,0,0,517,24,0,0.0,2016-08-27T16:30:00Z,0,11,0,3,0,7176,1.0,0.0,0,1026,1483,457,40,True,3,GK,2016-17
Eldin_Jakupovic,0,25,0,147,24,1,52.6,2016-08-27T16:30:00Z,90,11,0,3,7,691028,1.0,0.0,4,91104,99061,7957,40,True,3,GK,2016-17
Sergio_Romero,0,0,0,243,24,0,0.0,2016-08-27T16:30:00Z,0,7,0,3,0,4806,1.0,0.0,0,-490,91,581,49,False,3,GK,2016-17
Allan_McGregor,0,0,0,146,24,0,0.0,2016-08-27T16:30:00Z,0,11,0,3,0,1214,1.0,0.0,0,-92,36,128,45,True,3,GK,2016-17
David_de Gea,0,23,1,242,24,0,17.2,2016-08-27T16:30:00Z,90,7,0,3,2,1703167,1.0,0.0,6,8827,47432,38605,55,False,3,GK,2016-17
Boaz_Myhill,0,0,0,429,30,0,0.0,2016-08-28T12:30:00Z,0,12,0,3,0,40656,0.0,0.0,0,-5195,243,5438,44,True,3,GK,2016-17
Víctor_Valdés,0,0,0,274,30,0,0.0,2016-08-28T12:30:00Z,0,19,0,3,0,244267,0.0,0.0,0,-39936,3339,43275,45,False,3,GK,2016-17
Ben_Foster,0,25,1,430,30,0,18.2,2016-08-28T12:30:00Z,90,12,0,3,2,492368,0.0,0.0,6,57173,74341,17168,46,True,3,GK,2016-17
Dimitrios_Konstantopoulos,0,0,0,273,30,0,0.0,2016-08-28T12:30:00Z,0,19,0,3,0,7930,0.0,0.0,0,-894,82,976,44,False,3,GK,2016-17
Jack_Rose,0,0,0,548,30,0,0.0,2016-08-28T12:30:00Z,0,12,0,3,0,0,0.0,0.0,0,0,0,0,40,True,3,GK,2016-17
Bradley_Guzan,0,26,1,490,30,0,13.6,2016-08-28T12:30:00Z,90,19,0,3,2,31396,0.0,0.0,6,1111,3209,2098,45,False,3,GK,2016-17
Adrián_San Miguel del Castillo,0,14,0,450,29,3,17.4,2016-08-28T15:00:00Z,90,10,0,3,3,125217,1.0,3.0,2,4614,11749,7135,50,False,3,GK,2016-17
Willy_Caballero,0,12,0,219,29,1,12.6,2016-08-28T15:00:00Z,90,20,0,3,1,29321,1.0,3.0,2,3423,7140,3717,50,True,3,GK,2016-17
Joe_Hart,0,0,0,218,29,0,0.0,2016-08-28T15:00:00Z,0,20,0,3,0,112789,1.0,3.0,0,-41647,711,42358,53,True,3,GK,2016-17
Darren_Randolph,0,0,0,451,29,0,0.0,2016-08-28T15:00:00Z,0,10,0,3,0,25040,1.0,3.0,0,-1363,235,1598,45,False,3,GK,2016-17
Claudio_Bravo,0,0,0,541,29,0,0.0,2016-08-28T15:00:00Z,0,20,0,3,0,2996,1.0,3.0,0,1904,2457,553,55,True,3,GK,2016-17
Sergio_Romero,0,0,0,243,35,0,0.0,2016-09-10T11:30:00Z,0,10,0,4,0,4929,2.0,1.0,0,-301,86,387,49,True,4,GK,2016-17
David_de Gea,0,17,0,242,35,2,35.0,2016-09-10T11:30:00Z,90,10,0,4,4,1750983,2.0,1.0,2,-14166,39801,53967,55,True,4,GK,2016-17
Claudio_Bravo,0,9,0,541,35,1,8.0,2016-09-10T11:30:00Z,90,11,0,4,1,23168,2.0,1.0,2,11607,14091,2484,55,False,4,GK,2016-17
Joe_Hart,0,0,0,218,35,0,0.0,2016-09-10T11:30:00Z,0,11,0,4,0,79968,2.0,1.0,0,-33793,352,34145,53,False,4,GK,2016-17
Willy_Caballero,0,0,0,219,35,0,0.0,2016-09-10T11:30:00Z,0,11,0,4,0,27518,2.0,1.0,0,-3180,2325,5505,50,False,4,GK,2016-17
Luke_McGee,0,0,0,529,37,0,0.0,2016-09-10T14:00:00Z,0,14,0,4,0,4060,4.0,0.0,0,-14,461,475,40,False,4,GK,2016-17
Julian_Speroni,0,0,0,99,36,0,0.0,2016-09-10T14:00:00Z,0,12,0,4,0,11614,2.0,1.0,0,-693,147,840,45,False,4,GK,2016-17
Lee_Grant,0,0,0,574,37,0,0.0,2016-09-10T14:00:00Z,0,17,0,4,0,376,4.0,0.0,0,211,230,19,40,True,4,GK,2016-17
Steve_Mandanda,0,15,0,102,36,1,23.4,2016-09-10T14:00:00Z,90,12,0,4,3,137231,2.0,1.0,3,-5813,6443,12256,44,False,4,GK,2016-17
Shay_Given,0,18,0,315,37,4,39.0,2016-09-10T14:00:00Z,90,17,0,4,4,28294,4.0,0.0,1,7357,9495,2138,45,True,4,GK,2016-17
Wayne_Hennessey,0,0,0,100,36,0,0.0,2016-09-10T14:00:00Z,0,12,0,4,0,140734,2.0,1.0,0,-21204,765,21969,45,False,4,GK,2016-17
Tom_Heaton,0,14,0,54,33,1,14.8,2016-09-10T14:00:00Z,90,7,0,4,2,294603,1.0,1.0,2,36543,54968,18425,45,True,4,GK,2016-17
Víctor_Valdés,0,12,0,274,36,2,11.0,2016-09-10T14:00:00Z,90,5,0,4,2,209480,2.0,1.0,1,-35837,1567,37404,45,True,4,GK,2016-17
Nick_Pope,0,0,0,471,33,0,0.0,2016-09-10T14:00:00Z,0,7,0,4,0,87389,1.0,1.0,0,-2621,2012,4633,40,True,4,GK,2016-17
Michel_Vorm,0,0,0,381,37,0,0.0,2016-09-10T14:00:00Z,0,14,0,4,0,23152,4.0,0.0,0,1897,5149,3252,50,False,4,GK,2016-17
Paulo_Gazzaniga,0,0,0,295,31,0,0.0,2016-09-10T14:00:00Z,0,1,0,4,0,316,1.0,2.0,0,-31,9,40,45,False,4,GK,2016-17
