name,assists,bonus,bps,creativity,element,fixture,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,round,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,position,season
Sam_Surridge_71,0,0,3,0.3,71,212,0,0.3,0.2,2020-01-12T14:00:00Z,15,18,22,35045,3.0,0.0,2.0,1,1330,3052,1722,43,True,0,22,FWD,2019-20
Troy_Deeney_362,0,2,31,43.5,362,212,1,14.0,50.4,2020-01-12T14:00:00Z,90,3,22,76918,3.0,0.0,46.0,7,8717,17739,9022,62,False,1,22,FWD,2019-20
Isaac_Success Ajayi_365,0,0,0,0.0,365,212,0,0.0,0.0,2020-01-12T14:00:00Z,0,3,22,25876,3.0,0.0,0.0,0,-361,218,579,48,False,0,22,FWD,2019-20
Danny_Welbeck_512,0,0,0,0.0,512,212,0,0.0,0.0,2020-01-12T14:00:00Z,0,3,22,8250,3.0,0.0,0.0,0,-64,32,96,58,False,0,22,FWD,2019-20
Dominic_Solanke_69,0,0,5,4.3,69,212,0,1.0,1.2,2020-01-12T14:00:00Z,90,18,22,24424,3.0,0.0,4.0,2,208,1051,843,52,True,0,22,FWD,2019-20
Sergio_AgÃ¼ero_210,1,3,90,25.3,210,211,3,26.5,131.0,2020-01-12T16:30:00Z,90,2,22,834190,6.0,1.0,109.0,20,42485,72414,29929,117,False,0,22,FWD,2019-20
Jonathan_Kodjia_26,0,0,0,0.0,26,211,0,0.0,0.0,2020-01-12T16:30:00Z,0,11,22,6628,6.0,1.0,0.0,0,36,346,310,54,True,0,22,FWD,2019-20
Wesley_Moraes_428,0,0,0,0.0,428,211,0,0.0,0.0,2020-01-12T16:30:00Z,0,11,22,82377,6.0,1.0,0.0,0,-19111,519,19630,56,True,0,22,FWD,2019-20
Gabriel Fernando_de Jesus_211,1,1,45,20.8,211,211,1,14.9,52.0,2020-01-12T16:30:00Z,90,2,22,203516,6.0,1.0,76.0,10,55990,70196,14206,95,False,0,22,FWD,2019-20
Harry_Kane_338,0,0,0,0.0,338,229,0,0.0,0.0,2020-01-18T12:30:00Z,0,18,23,703286,0.0,0.0,0.0,0,-133245,390,133635,109,False,0,23,FWD,2019-20
Vincent_Janssen_339,0,0,0,0.0,339,229,0,0.0,0.0,2020-01-18T12:30:00Z,0,18,23,5284,0.0,0.0,0.0,0,-55,17,72,45,False,0,23,FWD,2019-20
Andre_Gray_364,0,0,0,0.0,364,229,0,0.0,0.0,2020-01-18T12:30:00Z,0,17,23,26548,0.0,0.0,0.0,0,-69,581,650,56,True,0,23,FWD,2019-20
Troy_Parrott_509,0,0,0,0.0,509,229,0,0.0,0.0,2020-01-18T12:30:00Z,0,18,23,56886,0.0,0.0,0.0,0,-181,1463,1644,43,False,0,23,FWD,2019-20
Isaac_Success Ajayi_365,0,0,0,0.0,365,229,0,0.0,0.0,2020-01-18T12:30:00Z,0,17,23,25707,0.0,0.0,0.0,0,-285,229,514,48,True,0,23,FWD,2019-20
Danny_Welbeck_512,0,0,0,0.0,512,229,0,0.0,0.0,2020-01-18T12:30:00Z,0,17,23,8195,0.0,0.0,0.0,0,-95,23,118,58,True,0,23,FWD,2019-20
JoÃ£o Pedro_Junqueira de Jesus_592,0,0,0,0.0,592,229,0,0.0,0.0,2020-01-18T12:30:00Z,0,17,23,559,0.0,0.0,0.0,0,140,281,141,50,True,0,23,FWD,2019-20
Gerard_Deulofeu_363,0,0,12,15.8,363,229,0,8.7,24.0,2020-01-18T12:30:00Z,90,17,23,203168,0.0,0.0,47.0,2,-1389,21005,22394,61,True,0,23,FWD,2019-20
Troy_Deeney_362,0,0,2,25.1,362,229,0,13.0,11.0,2020-01-18T12:30:00Z,90,17,23,102722,0.0,0.0,94.0,0,24348,33598,9250,62,True,0,23,FWD,2019-20
David_McGoldrick_303,0,0,0,0.0,303,221,0,0.0,0.0,2020-01-18T15:00:00Z,0,1,23,15995,1.0,1.0,0.0,0,-656,1003,1659,54,False,0,23,FWD,2019-20
Leon_Clarke_547,0,0,0,0.0,547,221,0,0.0,0.0,2020-01-18T15:00:00Z,0,1,23,5945,1.0,1.0,0.0,0,-237,149,386,45,False,0,23,FWD,2019-20
JÃ¼rgen_Locadia_45,0,0,0,0.0,45,222,0,0.0,0.0,2020-01-18T15:00:00Z,0,2,23,5552,1.0,1.0,0.0,0,-51,15,66,52,True,0,23,FWD,2019-20
Jordan_Ayew_468,0,0,4,2.2,468,225,0,1.2,8.2,2020-01-18T15:00:00Z,90,11,23,547923,2.0,2.0,2.0,1,27585,63174,35589,50,False,1,23,FWD,2019-20
Shane_Long_315,0,1,29,0.4,315,228,1,5.9,33.2,2020-01-18T15:00:00Z,70,20,23,135461,3.0,2.0,25.0,7,1940,5390,3450,46,True,0,23,FWD,2019-20
Pierre-Emerick_Aubameyang_11,0,0,0,0.0,11,221,0,0.0,0.0,2020-01-18T15:00:00Z,0,15,23,988382,1.0,1.0,0.0,0,-387490,5225,392715,107,True,0,23,FWD,2019-20
Edward_Nketiah_13,0,0,3,10.3,13,221,0,1.9,0.2,2020-01-18T15:00:00Z,16,15,23,40511,1.0,1.0,8.0,1,-79,1421,1500,43,True,0,23,FWD,2019-20
Neal_Maupay_502,1,0,9,13.0,502,222,0,9.6,18.0,2020-01-18T15:00:00Z,90,2,23,182337,1.0,1.0,65.0,4,19314,43029,23715,59,True,1,23,FWD,2019-20
Glenn_Murray_44,0,0,2,0.3,44,222,0,0.0,0.0,2020-01-18T15:00:00Z,9,2,23,52510,1.0,1.0,0.0,1,-273,767,1040,54,True,0,23,FWD,2019-20
Christian_Benteke_129,0,0,0,0.0,129,225,0,0.0,0.0,2020-01-18T15:00:00Z,0,11,23,36767,2.0,2.0,0.0,0,-710,43,753,57,False,0,23,FWD,2019-20
Tyreece_John-Jules_585,0,0,0,0.0,585,221,0,0.0,0.0,2020-01-18T15:00:00Z,0,15,23,355,1.0,1.0,0.0,0,-23,51,74,45,True,0,23,FWD,2019-20
Joshua_King_68,0,0,0,0.0,68,227,0,0.0,0.0,2020-01-18T15:00:00Z,0,14,23,253815,0.0,1.0,0.0,0,-8869,91,8960,61,False,0,23,FWD,2019-20
Oliver_McBurnie_501,0,0,7,6.3,501,221,0,9.0,15.0,2020-01-18T15:00:00Z,90,1,23,13772,1.0,1.0,69.0,2,2909,4061,1152,57,False,0,23,FWD,2019-20
Connor_Wickham_130,0,0,5,0.3,130,225,0,0.3,2.2,2020-01-18T15:00:00Z,9,11,23,159734,2.0,2.0,0.0,1,-3192,1074,4266,44,False,0,23,FWD,2019-20
Diogo_Jota_410,0,0,0,0.0,410,228,0,0.0,0.0,2020-01-18T15:00:00Z,0,16,23,196606,3.0,2.0,0.0,0,-17803,129,17932,61,False,0,23,FWD,2019-20
Callum_Wilson_67,0,0,-2,3.4,67,227,0,4.9,4.4,2020-01-18T15:00:00Z,90,14,23,338913,0.0,1.0,41.0,1,-5208,8988,14196,74,False,1,23,FWD,2019-20
Javier_HernÃ¡ndez BalcÃ¡zar_386,0,0,0,0.0,386,230,0,0.0,0.0,2020-01-18T15:00:00Z,0,8,23,26104,1.0,1.0,0.0,0,-128,22,150,60,True,0,23,FWD,2019-20
SÃ©bastien_Haller_457,0,0,-10,14.3,457,230,0,8.7,8.6,2020-01-18T15:00:00Z,90,8,23,183841,1.0,1.0,64.0,2,5972,15948,9976,70,True,0,23,FWD,2019-20
Albian_Ajeti_514,0,0,3,0.3,514,230,0,2.3,2.2,2020-01-18T15:00:00Z,6,8,23,2576,1.0,1.0,20.0,1,9,86,77,57,True,0,23,FWD,2019-20
Anthony_Gordon_561,0,0,2,7.4,561,230,0,2.0,0.0,2020-01-18T15:00:00Z,45,19,23,2428,1.0,1.0,14.0,1,-28,165,193,45,False,0,23,FWD,2019-20
Josip_Drmic_434,0,0,2,0.3,434,227,0,0.1,0.2,2020-01-18T15:00:00Z,5,3,23,4159,0.0,1.0,0.0,1,-67,23,90,53,True,0,23,FWD,2019-20
Bernard_Ashley-Seal_559,0,0,0,0.0,559,228,0,0.0,0.0,2020-01-18T15:00:00Z,0,16,23,3874,3.0,2.0,0.0,0,-22,257,279,45,False,0,23,FWD,2019-20
Aaron_Connolly_534,0,0,4,10.4,534,222,0,3.8,0.0,2020-01-18T15:00:00Z,67,2,23,95188,1.0,1.0,28.0,2,-7853,3596,11449,44,True,0,23,FWD,2019-20
Alexandre Nascimento_Costa Silva_387,0,0,0,0.0,387,230,0,0.0,0.0,2020-01-18T15:00:00Z,0,8,23,64193,1.0,1.0,0.0,0,-1347,972,2319,43,True,0,23,FWD,2019-20
Michael_Obafemi_314,0,0,0,0.0,314,228,0,0.0,0.0,2020-01-18T15:00:00Z,0,20,23,13623,3.0,2.0,0.0,0,-208,418,626,49,True,0,23,FWD,2019-20
Adam_Idah_538,0,0,0,0.0,538,227,0,0.0,0.0,2020-01-18T15:00:00Z,0,3,23,9916,0.0,1.0,0.0,0,100,1186,1086,44,True,0,23,FWD,2019-20
Billy_Sharp_298,0,0,2,0.0,298,221,0,0.0,0.0,2020-01-18T15:00:00Z,34,1,23,21575,1.0,1.0,0.0,1,-167,221,388,56,False,0,23,FWD,2019-20
Cenk_Tosun_146,0,1,33,2.8,146,225,1,9.3,40.0,2020-01-18T15:00:00Z,80,11,23,8835,2.0,2.0,50.0,7,364,655,291,57,False,0,23,FWD,2019-20
Teemu_Pukki_278,0,3,30,13.8,278,227,1,10.6,38.6,2020-01-18T15:00:00Z,84,3,23,939967,0.0,1.0,54.0,9,-62365,18242,80607,65,True,0,23,FWD,2019-20
Patrick_Cutrone_487,0,0,0,0.0,487,228,0,0.0,0.0,2020-01-18T15:00:00Z,0,16,23,36309,3.0,2.0,0.0,0,-1409,22,1431,55,False,0,23,FWD,2019-20
Sam_Surridge_71,0,0,0,0.0,71,227,0,0.0,0.0,2020-01-18T15:00:00Z,0,14,23,36428,0.0,1.0,0.0,0,948,2554,1606,43,False,0,23,FWD,2019-20
Jonathan_Kodjia_26,0,0,0,0.0,26,222,0,0.0,0.0,2020-01-18T15:00:00Z,0,4,23,6345,1.0,1.0,0.0,0,-286,34,320,54,False,0,23,FWD,2019-20
Charlie_Austin_312,0,0,0,0.0,312,228,0,0.0,0.0,2020-01-18T15:00:00Z,0,20,23,3456,3.0,2.0,0.0,0,-13,37,50,60,True,0,23,FWD,2019-20
Oumar_Niasse_570,0,0,-3,1.5,570,230,0,0.4,2.0,2020-01-18T15:00:00Z,16,19,23,2060,1.0,1.0,0.0,1,-26,193,219,45,False,0,23,FWD,2019-20
Sergio_AgÃ¼ero_210,0,3,45,2.2,210,225,2,22.3,69.4,2020-01-18T15:00:00Z,90,7,23,1165734,2.0,2.0,151.0,13,314161,329623,15462,118,True,0,23,FWD,2019-20
Sam_Gallagher_316,0,0,0,0.0,316,228,0,0.0,0.0,2020-01-18T15:00:00Z,0,20,23,2314,3.0,2.0,0.0,0,-76,15,91,45,True,0,23,FWD,2019-20
James_Daly_581,0,0,0,0.0,581,225,0,0.0,0.0,2020-01-18T15:00:00Z,0,11,23,790,2.0,2.0,0.0,0,-14,104,118,45,False,0,23,FWD,2019-20
Dennis_Srbeny_279,0,0,0,0.0,279,227,0,0.0,0.0,2020-01-18T15:00:00Z,0,3,23,2940,0.0,1.0,0.0,0,-159,7,166,52,True,0,23,FWD,2019-20
Marko_Arnautovic_385,0,0,0,0.0,385,230,0,0.0,0.0,2020-01-18T15:00:00Z,0,8,23,5249,1.0,1.0,0.0,0,-15,31,46,70,True,0,23,FWD,2019-20
Danny_Ings_313,0,0,4,1.9,313,228,0,2.6,1.8,2020-01-18T15:00:00Z,90,20,23,2055116,3.0,2.0,22.0,2,495038,527509,32471,69,True,0,23,FWD,2019-20
Dominic_Calvert-Lewin_147,0,2,26,7.9,147,230,1,11.3,29.2,2020-01-18T15:00:00Z,90,19,23,521288,1.0,1.0,76.0,8,8529,87395,78866,59,False,0,23,FWD,2019-20
Gabriel Fernando_de Jesus_211,1,0,13,16.3,211,225,0,4.8,17.4,2020-01-18T15:00:00Z,28,7,23,244561,2.0,2.0,14.0,4,38953,59183,20230,95,True,0,23,FWD,2019-20
Alexandre_Lacazette_12,0,0,4,11.5,12,221,0,1.6,1.2,2020-01-18T15:00:00Z,73,15,23,174110,1.0,1.0,3.0,2,44594,51858,7264,93,True,0,23,FWD,2019-20
Dominic_Solanke_69,0,0,4,1.5,69,227,0,0.7,1.4,2020-01-18T15:00:00Z,12,14,23,24514,0.0,1.0,4.0,1,7,800,793,52,False,0,23,FWD,2019-20
Daniel_N'Lundulu_535,0,0,0,0.0,535,228,0,0.0,0.0,2020-01-18T15:00:00Z,0,20,23,6664,3.0,2.0,0.0,0,-123,65,188,45,True,0,23,FWD,2019-20
RaÃºl_JimÃ©nez_409,0,3,50,6.9,409,228,2,15.9,72.4,2020-01-18T15:00:00Z,90,16,23,1222845,3.0,2.0,80.0,13,-184908,43596,228504,75,False,0,23,FWD,2019-20
Florin_Andone_46,0,0,0,0.0,46,222,0,0.0,0.0,2020-01-18T15:00:00Z,0,2,23,26768,1.0,1.0,0.0,0,-362,25,387,48,True,0,23,FWD,2019-20
Moise_Kean_496,0,0,7,12.3,496,230,0,1.9,2.4,2020-01-18T15:00:00Z,73,19,23,103733,1.0,1.0,4.0,2,-758,993,1751,64,False,0,23,FWD,2019-20
Gabriel Teodoro_Martinelli Silva_504,0,2,22,1.3,504,221,1,8.0,31.8,2020-01-18T15:00:00Z,90,15,23,119541,1.0,1.0,47.0,8,8132,14869,6737,45,True,0,23,FWD,2019-20
Wesley_Moraes_428,0,0,0,0.0,428,222,0,0.0,0.0,2020-01-18T15:00:00Z,0,4,23,73525,1.0,1.0,0.0,0,-9014,104,9118,55,False,0,23,FWD,2019-20
Che_Adams_437,0,0,1,1.7,437,228,0,0.3,0.0,2020-01-18T15:00:00Z,19,20,23,23565,3.0,2.0,2.0,1,79,616,537,53,True,0,23,FWD,2019-20
Lys_Mousset_70,0,0,-5,2.1,70,221,0,0.7,0.0,2020-01-18T15:00:00Z,55,1,23,218268,1.0,1.0,12.0,1,-30025,11229,41254,47,False,0,23,FWD,2019-20
Yoshinori_Muto_260,0,0,0,0.0,260,226,0,0.0,0.0,2020-01-18T17:30:00Z,0,6,23,6118,0.0,1.0,0.0,0,-202,23,225,51,True,0,23,FWD,2019-20
Olivier_Giroud_110,0,0,0,0.0,110,226,0,0.0,0.0,2020-01-18T17:30:00Z,0,13,23,74142,0.0,1.0,0.0,0,-311,335,646,66,False,0,23,FWD,2019-20
Andy_Carroll_520,0,0,0,0.0,520,226,0,0.0,0.0,2020-01-18T17:30:00Z,0,6,23,8411,0.0,1.0,0.0,0,-573,362,935,54,True,0,23,FWD,2019-20
Jose Luis_Mato SanmartÃ­n_261,0,0,0,0.0,261,226,0,0.0,0.0,2020-01-18T17:30:00Z,0,6,23,1912,0.0,1.0,0.0,0,-17,10,27,50,True,0,23,FWD,2019-20
Joelinton CÃ¡ssio_ApolinÃ¡rio de Lira_466,0,0,-5,5.0,466,226,0,2.3,10.4,2020-01-18T17:30:00Z,90,6,23,61742,0.0,1.0,8.0,2,-599,1692,2291,55,True,0,23,FWD,2019-20
Michy_Batshuayi_461,0,0,2,0.3,461,226,0,0.2,0.0,2020-01-18T17:30:00Z,10,13,23,34477,0.0,1.0,2.0,1,-515,398,913,66,False,0,23,FWD,2019-20
Tammy_Abraham_460,0,0,-4,1.8,460,226,0,4.7,0.0,2020-01-18T17:30:00Z,79,13,23,2567115,0.0,1.0,52.0,2,89453,210886,121433,79,False,0,23,FWD,2019-20
Dwight_Gayle_554,0,0,0,0.0,554,226,0,0.0,0.0,2020-01-18T17:30:00Z,0,6,23,3137,0.0,1.0,0.0,0,-231,66,297,50,True,0,23,FWD,2019-20
Kelechi_Iheanacho_167,0,0,9,26.1,167,223,0,4.2,5.4,2020-01-19T14:00:00Z,16,5,23,26414,1.0,2.0,10.0,1,-1379,1804,3183,57,False,0,23,FWD,2019-20
Jamie_Vardy_166,0,0,-4,1.3,166,223,0,5.7,13.2,2020-01-19T14:00:00Z,90,5,23,3734531,1.0,2.0,42.0,0,70370,171743,101373,101,False,0,23,FWD,2019-20
Ashley_Barnes_90,0,0,0,0.0,90,223,0,0.0,0.0,2020-01-19T14:00:00Z,0,9,23,181504,1.0,2.0,0.0,0,-11527,63,11590,62,True,0,23,FWD,2019-20
Jay_Rodriguez_451,0,0,3,5.3,451,223,0,3.1,12.8,2020-01-19T14:00:00Z,90,9,23,14625,1.0,2.0,13.0,2,-711,129,840,57,True,0,23,FWD,2019-20
Matej_Vydra_92,0,0,0,0.0,92,223,0,0.0,0.0,2020-01-19T14:00:00Z,0,9,23,4013,1.0,2.0,0.0,0,-12,78,90,53,True,0,23,FWD,2019-20
Chris_Wood_91,0,1,28,2.2,91,223,1,8.8,30.4,2020-01-19T14:00:00Z,90,9,23,61281,1.0,2.0,55.0,7,-4860,3237,8097,62,True,0,23,FWD,2019-20
Roberto_Firmino_187,0,0,17,36.1,187,224,0,9.3,10.8,2020-01-19T16:30:00Z,82,12,23,810469,0.0,2.0,46.0,2,147845,176015,28170,94,True,0,23,FWD,2019-20
Marcus_Rashford_233,0,0,0,0.0,233,224,0,0.0,0.0,2020-01-19T16:30:00Z,0,10,23,1732192,0.0,2.0,0.0,0,-450407,76995,527402,91,False,0,23,FWD,2019-20
Romelu_Lukaku_232,0,0,0,0.0,232,224,0,0.0,0.0,2020-01-19T16:30:00Z,0,10,23,23211,0.0,2.0,0.0,0,-61,79,140,85,False,0,23,FWD,2019-20
Rhian_Brewster_464,0,0,0,0.0,464,224,0,0.0,0.0,2020-01-19T16:30:00Z,0,12,23,35238,0.0,2.0,0.0,0,-59,2981,3040,42,True,0,23,FWD,2019-20
Mason_Greenwood_234,0,0,2,0.7,234,224,0,0.3,0.0,2020-01-19T16:30:00Z,16,10,23,903731,0.0,2.0,2.0,1,33969,83385,49416,43,False,0,23,FWD,2019-20
Divock_Origi_188,0,0,3,0.0,188,224,0,0.2,2.0,2020-01-19T16:30:00Z,7,12,23,187817,0.0,2.0,0.0,1,-4122,2532,6654,52,True,0,23,FWD,2019-20
Neal_Maupay_502,0,0,1,23.8,502,232,0,21.6,16.6,2020-01-21T19:30:00Z,90,3,24,197716,1.0,3.0,176.0,2,13329,32045,18716,59,False,0,24,FWD,2019-20
Oliver_McBurnie_501,0,0,2,6.0,501,236,0,2.8,11.2,2020-01-21T19:30:00Z,90,11,24,14206,1.0,0.0,11.0,1,404,1689,1285,57,True,1,24,FWD,2019-20
Glenn_Murray_44,0,0,0,0.0,44,232,0,0.0,0.0,2020-01-21T19:30:00Z,0,3,24,52519,1.0,3.0,0.0,0,-70,572,642,54,False,0,24,FWD,2019-20
Oumar_Niasse_570,0,0,2,0.0,570,233,0,0.2,2.0,2020-01-21T19:30:00Z,2,13,24,2179,2.0,2.0,0.0,1,5,176,171,45,True,0,24,FWD,2019-20
Gerard_Deulofeu_363,1,0,15,17.9,363,231,0,8.2,15.8,2020-01-21T19:30:00Z,90,2,24,213562,1.0,2.0,48.0,5,8277,24697,16420,61,False,0,24,FWD,2019-20
Isaac_Success Ajayi_365,0,0,0,0.0,365,231,0,0.0,0.0,2020-01-21T19:30:00Z,0,2,24,25680,1.0,2.0,0.0,0,-115,189,304,48,False,0,24,FWD,2019-20
Dwight_Gayle_554,0,0,0,0.0,554,233,0,0.0,0.0,2020-01-21T19:30:00Z,0,8,24,2982,2.0,2.0,0.0,0,-172,26,198,50,False,0,24,FWD,2019-20
Dominic_Solanke_69,2,0,21,21.1,69,232,0,7.1,21.6,2020-01-21T19:30:00Z,84,4,24,24228,1.0,3.0,28.0,8,-332,325,657,52,True,0,24,FWD,2019-20
Dominic_Calvert-Lewin_147,0,0,26,38.1,147,233,1,10.3,38.6,2020-01-21T19:30:00Z,90,13,24,716299,2.0,2.0,26.0,5,174323,198320,23997,60,True,1,24,FWD,2019-20
James_Daly_581,0,0,0,0.0,581,239,0,0.0,0.0,2020-01-21T19:30:00Z,0,16,24,885,2.0,0.0,0.0,0,16,111,95,45,True,0,24,FWD,2019-20
Gabriel Fernando_de Jesus_211,0,0,-2,11.2,211,236,0,5.7,8.0,2020-01-21T19:30:00Z,66,15,24,230546,1.0,0.0,38.0,0,-13299,23674,36973,95,False,0,24,FWD,2019-20
Florin_Andone_46,0,0,0,0.0,46,232,0,0.0,0.0,2020-01-21T19:30:00Z,0,3,24,26625,1.0,3.0,0.0,0,-155,45,200,47,False,0,24,FWD,2019-20
JÃ¼rgen_Locadia_45,0,0,0,0.0,45,232,0,0.0,0.0,2020-01-21T19:30:00Z,0,3,24,5532,1.0,3.0,0.0,0,-26,10,36,52,False,0,24,FWD,2019-20
JoÃ£o Pedro_Junqueira de Jesus_592,0,0,0,0.0,592,231,0,0.0,0.0,2020-01-21T19:30:00Z,0,2,24,637,1.0,2.0,0.0,0,18,153,135,50,False,0,24,FWD,2019-20
Lys_Mousset_70,0,0,0,0.8,70,236,0,2.3,3.2,2020-01-21T19:30:00Z,31,11,24,203466,1.0,0.0,19.0,1,-14589,9508,24097,47,True,0,24,FWD,2019-20
Leon_Clarke_547,0,0,0,0.0,547,236,0,0.0,0.0,2020-01-21T19:30:00Z,0,11,24,5880,1.0,0.0,0.0,0,-126,107,233,45,True,0,24,FWD,2019-20
Joshua_King_68,0,0,0,0.0,68,232,0,0.0,0.0,2020-01-21T19:30:00Z,0,4,24,250144,1.0,3.0,0.0,0,-3828,49,3877,61,True,0,24,FWD,2019-20
Michael_Obafemi_314,0,0,13,38.4,314,239,0,7.7,14.6,2020-01-21T19:30:00Z,83,7,24,13529,2.0,0.0,24.0,2,-151,246,397,49,False,0,24,FWD,2019-20
Joelinton CÃ¡ssio_ApolinÃ¡rio de Lira_466,0,0,5,2.9,466,233,0,1.7,5.8,2020-01-21T19:30:00Z,77,8,24,62951,2.0,2.0,8.0,2,910,2195,1285,55,False,0,24,FWD,2019-20
Jose Luis_Mato SanmartÃ­n_261,0,0,0,0.0,261,233,0,0.0,0.0,2020-01-21T19:30:00Z,0,8,24,1914,2.0,2.0,0.0,0,-1,10,11,50,False,0,24,FWD,2019-20
Jordan_Ayew_468,0,0,11,13.2,468,239,0,4.5,10.0,2020-01-21T19:30:00Z,90,16,24,594642,2.0,0.0,22.0,2,40892,70896,30004,50,True,0,24,FWD,2019-20
Jonathan_Kodjia_26,0,0,0,0.0,26,231,0,0.0,0.0,2020-01-21T19:30:00Z,0,18,24,6201,1.0,2.0,0.0,0,-150,11,161,54,True,0,24,FWD,2019-20
Moise_Kean_496,0,3,31,2.1,496,233,1,9.0,44.6,2020-01-21T19:30:00Z,70,13,24,103749,2.0,2.0,43.0,9,-210,690,900,64,True,0,24,FWD,2019-20
Billy_Sharp_298,0,0,-3,1.8,298,236,0,1.4,0.0,2020-01-21T19:30:00Z,58,11,24,21518,1.0,0.0,12.0,1,-91,148,239,56,True,0,24,FWD,2019-20
Charlie_Austin_312,0,0,0,0.0,312,239,0,0.0,0.0,2020-01-21T19:30:00Z,0,7,24,3454,2.0,0.0,0.0,0,-3,17,20,60,False,0,24,FWD,2019-20
Cenk_Tosun_146,0,0,1,0.7,146,239,0,0.7,0.0,2020-01-21T19:30:00Z,68,16,24,24895,2.0,0.0,10.0,2,14573,15902,1329,57,True,0,24,FWD,2019-20
Callum_Wilson_67,0,2,31,24.3,67,232,1,9.5,39.8,2020-01-21T19:30:00Z,90,4,24,335507,1.0,3.0,31.0,8,-3596,7738,11334,74,True,0,24,FWD,2019-20
Shane_Long_315,0,0,0,13.8,315,239,0,5.1,5.2,2020-01-21T19:30:00Z,69,7,24,145711,2.0,0.0,32.0,2,8522,11294,2772,46,False,0,24,FWD,2019-20
Andre_Gray_364,0,0,2,0.0,364,231,0,0.0,0.0,2020-01-21T19:30:00Z,9,2,24,26436,1.0,2.0,0.0,1,-189,311,500,56,False,0,24,FWD,2019-20
Andy_Carroll_520,0,0,0,0.0,520,233,0,0.0,0.0,2020-01-21T19:30:00Z,0,8,24,7794,2.0,2.0,0.0,0,-616,39,655,54,False,0,24,FWD,2019-20
Anthony_Gordon_561,0,0,0,0.0,561,233,0,0.0,0.0,2020-01-21T19:30:00Z,0,13,24,2536,2.0,2.0,0.0,0,23,142,119,45,True,0,24,FWD,2019-20
Troy_Deeney_362,0,3,25,14.4,362,231,1,12.5,40.2,2020-01-21T19:30:00Z,90,2,24,122451,1.0,2.0,70.0,9,17561,28897,11336,62,False,0,24,FWD,2019-20
Sergio_AgÃ¼ero_210,0,0,28,20.6,210,236,1,9.2,36.4,2020-01-21T19:30:00Z,23,15,24,1442653,1.0,0.0,35.0,4,265245,302875,37630,119,False,1,24,FWD,2019-20
Daniel_N'Lundulu_535,0,0,0,0.0,535,239,0,0.0,0.0,2020-01-21T19:30:00Z,0,7,24,6673,2.0,0.0,0.0,0,-53,56,109,45,False,0,24,FWD,2019-20
Che_Adams_437,0,0,3,10.3,437,239,0,1.2,1.2,2020-01-21T19:30:00Z,6,7,24,23579,2.0,0.0,0.0,1,-48,354,402,53,False,0,24,FWD,2019-20
Danny_Ings_313,0,0,0,0.0,313,239,0,0.0,0.0,2020-01-21T19:30:00Z,20,7,24,2164068,2.0,0.0,0.0,1,122227,222803,100576,70,False,0,24,FWD,2019-20
Connor_Wickham_130,0,0,2,10.8,130,239,0,2.0,1.2,2020-01-21T19:30:00Z,21,16,24,158592,2.0,0.0,8.0,1,-1413,1121,2534,44,True,0,24,FWD,2019-20
David_McGoldrick_303,0,0,0,0.0,303,236,0,0.0,0.0,2020-01-21T19:30:00Z,0,11,24,14390,1.0,0.0,0.0,0,-1557,73,1630,54,True,0,24,FWD,2019-20
Danny_Welbeck_512,0,0,0,0.0,512,231,0,0.0,0.0,2020-01-21T19:30:00Z,0,2,24,8180,1.0,2.0,0.0,0,-34,24,58,58,False,0,24,FWD,2019-20
Aaron_Connolly_534,0,0,1,0.0,534,232,0,0.0,0.0,2020-01-21T19:30:00Z,30,3,24,92573,1.0,3.0,0.0,1,-3091,3610,6701,44,False,0,24,FWD,2019-20
Wesley_Moraes_428,0,0,0,0.0,428,231,0,0.0,0.0,2020-01-21T19:30:00Z,0,18,24,70372,1.0,2.0,0.0,0,-3253,89,3342,55,True,0,24,FWD,2019-20
Christian_Benteke_129,0,0,0,0.0,129,239,0,0.0,0.0,2020-01-21T19:30:00Z,0,16,24,36481,2.0,0.0,0.0,0,-317,21,338,57,True,0,24,FWD,2019-20
Sam_Surridge_71,0,0,0,0.0,71,232,0,0.0,0.0,2020-01-21T19:30:00Z,0,4,24,39552,1.0,3.0,0.0,0,1499,2857,1358,43,True,0,24,FWD,2019-20
Sam_Gallagher_316,0,0,0,0.0,316,239,0,0.0,0.0,2020-01-21T19:30:00Z,0,7,24,2303,2.0,0.0,0.0,0,-10,30,40,45,False,0,24,FWD,2019-20
Yoshinori_Muto_260,0,0,0,0.0,260,233,0,0.0,0.0,2020-01-21T19:30:00Z,0,8,24,6029,2.0,2.0,0.0,0,-99,12,111,51,False,0,24,FWD,2019-20
Edward_Nketiah_13,0,0,0,0.0,13,238,0,0.0,0.0,2020-01-21T20:15:00Z,0,6,24,44709,2.0,2.0,0.0,0,2304,3624,1320,43,False,0,24,FWD,2019-20
Alexandre_Lacazette_12,0,0,8,2.9,12,238,0,2.0,9.0,2020-01-21T20:15:00Z,90,6,24,155956,2.0,2.0,8.0,2,-15666,8176,23842,93,False,0,24,FWD,2019-20
Olivier_Giroud_110,0,0,0,0.0,110,238,0,0.0,0.0,2020-01-21T20:15:00Z,0,1,24,74165,2.0,2.0,0.0,0,-235,171,406,66,True,0,24,FWD,2019-20
