name,assists,bonus,bps,creativity,element,fixture,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,round,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,position,season
Leonardo_Ulloa,0,0,2,0.1,185,4,0,0.0,0.0,2016-08-13T11:30:00Z,8,7,1,9918,1.0,2.0,0.0,1,0,0,0,60,False,0,1,FWD,2016-17
Jamie_Vardy,0,0,1,22.5,184,4,0,5.8,3.2,2016-08-13T11:30:00Z,90,7,1,864018,1.0,2.0,32.0,2,0,0,0,100,False,0,1,FWD,2016-17
Jarrod_Bowen,0,0,0,0.0,516,4,0,0.0,0.0,2016-08-13T11:30:00Z,0,8,1,0,1.0,2.0,0.0,0,0,0,0,45,True,0,1,FWD,2016-17
Greg_Luer,0,0,0,0.0,518,4,0,0.0,0.0,2016-08-13T11:30:00Z,0,8,1,0,1.0,2.0,0.0,0,0,0,0,45,True,0,1,FWD,2016-17
Abel_Hernández,1,0,10,12.2,163,4,0,5.7,14.4,2016-08-13T11:30:00Z,90,8,1,26039,1.0,2.0,30.0,5,0,0,0,60,True,0,1,FWD,2016-17
Shinji_Okazaki,0,0,4,2.8,186,4,0,2.3,2.0,2016-08-13T11:30:00Z,23,7,1,73110,1.0,2.0,18.0,1,0,0,0,60,False,0,1,FWD,2016-17
Ahmed_Musa,0,0,9,46.4,187,4,0,5.9,5.0,2016-08-13T11:30:00Z,90,7,1,401655,1.0,2.0,8.0,2,0,0,0,75,False,0,1,FWD,2016-17
Adama_Diomande,0,2,29,16.8,164,4,1,10.7,45.2,2016-08-13T11:30:00Z,90,8,1,38151,1.0,2.0,45.0,8,0,0,0,45,True,0,1,FWD,2016-17
Jose Luis_Mato Sanmartín,0,0,0,0.0,338,6,0,0.0,0.0,2016-08-13T14:00:00Z,0,12,1,7299,1.0,1.0,0.0,0,0,0,0,55,False,0,1,FWD,2016-17
Keshi_Anderson,0,0,0,0.0,509,2,0,0.0,0.0,2016-08-13T14:00:00Z,0,19,1,0,1.0,0.0,0.0,0,0,0,0,45,True,0,1,FWD,2016-17
Jordan_Rhodes,0,0,0,0.0,292,6,0,0.0,0.0,2016-08-13T14:00:00Z,0,14,1,41746,1.0,1.0,0.0,0,0,0,0,60,True,0,1,FWD,2016-17
Vincent_Janssen,0,0,-4,14.8,405,3,0,5.7,3.2,2016-08-13T14:00:00Z,35,6,1,71756,1.0,1.0,39.0,1,0,0,0,80,False,0,1,FWD,2016-17
Jerome_Sinclair,0,0,0,0.0,428,7,0,0.0,0.0,2016-08-13T14:00:00Z,0,13,1,14761,1.0,1.0,0.0,0,0,0,0,50,False,0,1,FWD,2016-17
Rouwen_Hennings,0,0,0,0.0,71,1,0,0.0,0.0,2016-08-13T14:00:00Z,0,16,1,4419,1.0,0.0,0.0,0,0,0,0,45,True,0,1,FWD,2016-17
Romelu_Lukaku,0,0,0,0.0,143,3,0,0.0,0.0,2016-08-13T14:00:00Z,0,17,1,266716,1.0,1.0,0.0,0,0,0,0,90,True,0,1,FWD,2016-17
Rickie_Lambert,0,0,0,0.0,447,2,0,0.0,0.0,2016-08-13T14:00:00Z,0,5,1,8089,1.0,0.0,0.0,0,0,0,0,55,False,0,1,FWD,2016-17
Peter_Crouch,0,0,0,0.0,336,6,0,0.0,0.0,2016-08-13T14:00:00Z,0,12,1,27568,1.0,1.0,0.0,0,0,0,0,50,False,0,1,FWD,2016-17
Oumar_Niasse,0,0,0,0.0,145,3,0,0.0,0.0,2016-08-13T14:00:00Z,0,17,1,1866,1.0,1.0,0.0,0,0,0,0,60,True,0,1,FWD,2016-17
Saido_Berahino,0,0,-4,2.1,448,2,0,1.4,0.0,2016-08-13T14:00:00Z,85,5,1,41639,1.0,0.0,15.0,2,0,0,0,65,False,0,1,FWD,2016-17
Shane_Long,0,0,1,13.8,313,7,0,2.3,0.0,2016-08-13T14:00:00Z,82,18,1,481848,1.0,1.0,11.0,2,0,0,0,65,True,0,1,FWD,2016-17
Sam_Vokes,0,0,5,17.3,67,1,0,4.7,6.8,2016-08-13T14:00:00Z,90,16,1,16321,1.0,0.0,23.0,2,0,0,0,60,True,0,1,FWD,2016-17
Salomón_Rondón,0,2,30,33.8,449,2,1,16.2,39.0,2016-08-13T14:00:00Z,90,5,1,72960,1.0,0.0,89.0,8,0,0,0,65,False,0,1,FWD,2016-17
Olayinka Fredrick Oladotun_Ladapo,0,0,0,0.0,508,2,0,0.0,0.0,2016-08-13T14:00:00Z,0,19,1,0,1.0,0.0,0.0,0,0,0,0,45,True,0,1,FWD,2016-17
Odion_Ighalo,0,0,2,8.8,426,7,0,1.0,0.0,2016-08-13T14:00:00Z,80,13,1,315735,1.0,1.0,2.0,2,0,0,0,75,False,0,1,FWD,2016-17
Matej_Vydra,0,0,0,0.0,483,7,0,0.0,0.0,2016-08-13T14:00:00Z,0,13,1,31635,1.0,1.0,0.0,0,0,0,0,45,False,0,1,FWD,2016-17
Marvin_Emnes,0,0,0,0.0,378,1,0,0.0,0.0,2016-08-13T14:00:00Z,0,3,1,17102,1.0,0.0,0.0,0,0,0,0,45,False,0,1,FWD,2016-17
Troy_Deeney,1,0,17,15.8,425,7,0,4.8,22.0,2016-08-13T14:00:00Z,90,13,1,158276,1.0,1.0,10.0,5,0,0,0,70,False,0,1,FWD,2016-17
Mame Biram_Diouf,0,0,6,0.1,337,6,0,0.7,3.2,2016-08-13T14:00:00Z,68,12,1,22404,1.0,1.0,4.0,2,0,0,0,60,False,0,1,FWD,2016-17
Mamadou Obbi_Oularé,0,0,0,0.0,427,7,0,0.0,0.0,2016-08-13T14:00:00Z,0,13,1,574,1.0,1.0,0.0,0,0,0,0,45,False,0,1,FWD,2016-17
Lukas_Jutkiewicz,0,0,3,1.0,69,1,0,0.3,0.4,2016-08-13T14:00:00Z,4,16,1,15980,1.0,0.0,2.0,1,0,0,0,45,True,0,1,FWD,2016-17
Modou_Barrow,0,0,16,34.4,379,1,0,7.7,12.6,2016-08-13T14:00:00Z,63,3,1,24372,1.0,0.0,30.0,2,0,0,0,50,False,0,1,FWD,2016-17
Harry_Kane,0,0,5,15.3,403,3,0,1.9,0.0,2016-08-13T14:00:00Z,90,6,1,618838,1.0,1.0,4.0,2,0,0,0,110,False,0,1,FWD,2016-17
Borja_Bastón,0,0,0,0.0,507,1,0,0.0,0.0,2016-08-13T14:00:00Z,0,3,1,3763,1.0,0.0,0.0,0,0,0,0,70,False,0,1,FWD,2016-17
David_Nugent,0,0,3,0.8,291,6,0,0.1,0.6,2016-08-13T14:00:00Z,3,14,1,27132,1.0,1.0,0.0,1,0,0,0,50,True,0,1,FWD,2016-17
Bafétimbi_Gomis,0,0,0,0.0,377,1,0,0.0,0.0,2016-08-13T14:00:00Z,0,3,1,1787,1.0,0.0,0.0,0,0,0,0,65,False,0,1,FWD,2016-17
Connor_Wickham,0,0,1,8.3,122,2,0,1.7,0.0,2016-08-13T14:00:00Z,90,19,1,43933,1.0,0.0,13.0,2,0,0,0,60,True,0,1,FWD,2016-17
Clinton_N'Jie,0,0,0,0.0,404,3,0,0.0,0.0,2016-08-13T14:00:00Z,0,6,1,1844,1.0,1.0,0.0,0,0,0,0,60,False,0,1,FWD,2016-17
Chris_Long,0,0,0,0.0,72,1,0,0.0,0.0,2016-08-13T14:00:00Z,0,16,1,35760,1.0,0.0,0.0,0,0,0,0,45,True,0,1,FWD,2016-17
Charlie_Austin,0,0,2,1.0,314,7,0,1.0,0.0,2016-08-13T14:00:00Z,8,18,1,60547,1.0,1.0,11.0,1,0,0,0,65,True,0,1,FWD,2016-17
Cristhian_Stuani,0,0,0,0.0,293,6,0,0.0,0.0,2016-08-13T14:00:00Z,0,14,1,7955,1.0,1.0,0.0,0,0,0,0,50,True,0,1,FWD,2016-17
Álvaro_Negredo,0,3,30,21.3,478,6,1,9.2,36.0,2016-08-13T14:00:00Z,90,14,1,314002,1.0,1.0,35.0,9,0,0,0,65,True,0,1,FWD,2016-17
Ashley_Barnes,0,0,0,0.0,70,1,0,0.0,0.0,2016-08-13T14:00:00Z,0,16,1,3649,1.0,0.0,0.0,0,0,0,0,45,True,0,1,FWD,2016-17
Arouna_Koné,0,0,4,14.8,144,3,0,1.9,2.4,2016-08-13T14:00:00Z,23,17,1,69694,1.0,1.0,2.0,1,0,0,0,55,True,0,1,FWD,2016-17
Fraizer_Campbell,0,0,0,0.0,121,2,0,0.0,0.0,2016-08-13T14:00:00Z,0,19,1,19477,1.0,0.0,0.0,0,0,0,0,45,True,0,1,FWD,2016-17
Andre_Gray,0,0,-3,2.3,68,1,0,4.3,0.0,2016-08-13T14:00:00Z,90,16,1,410883,1.0,0.0,42.0,2,0,0,0,65,True,0,1,FWD,2016-17
Fernando_Llorente,1,0,10,8.7,500,1,0,9.7,9.8,2016-08-13T14:00:00Z,90,3,1,86872,1.0,0.0,78.0,5,0,0,0,65,False,0,1,FWD,2016-17
Sergio_Agüero,0,3,33,29.6,239,5,1,14.3,32.6,2016-08-13T16:30:00Z,90,15,1,1380299,1.0,2.0,81.0,9,0,0,0,130,True,0,1,FWD,2016-17
Fabio_Borini,0,0,8,12.3,354,5,0,1.5,0.8,2016-08-13T16:30:00Z,90,10,1,74639,1.0,2.0,2.0,2,0,0,0,55,False,0,1,FWD,2016-17
Jermain_Defoe,0,2,25,1.1,355,5,1,6.9,34.0,2016-08-13T16:30:00Z,82,10,1,127529,1.0,2.0,34.0,8,0,0,0,70,False,0,1,FWD,2016-17
Wilfried_Bony,0,0,0,0.0,240,5,0,0.0,0.0,2016-08-13T16:30:00Z,0,15,1,31888,1.0,2.0,0.0,0,0,0,0,75,True,0,1,FWD,2016-17
Kelechi_Iheanacho,0,0,0,0.3,241,5,0,3.1,2.4,2016-08-13T16:30:00Z,11,15,1,62986,1.0,2.0,28.0,1,0,0,0,70,True,0,1,FWD,2016-17
Benik_Afobe,0,0,-1,10.5,52,9,0,1.4,1.2,2016-08-14T12:30:00Z,23,11,1,24395,3.0,1.0,2.0,1,0,0,0,60,True,0,1,FWD,2016-17
Tokelo_Rantie,0,0,0,0.0,50,9,0,0.0,0.0,2016-08-14T12:30:00Z,0,11,1,13496,3.0,1.0,0.0,0,0,0,0,45,True,0,1,FWD,2016-17
Zlatan_Ibrahimovic,0,3,35,30.6,272,9,1,8.8,41.4,2016-08-14T12:30:00Z,90,2,1,1270022,3.0,1.0,16.0,9,0,0,0,115,False,0,1,FWD,2016-17
James_Wilson,0,0,0,0.0,270,9,0,0.0,0.0,2016-08-14T12:30:00Z,0,2,1,3376,3.0,1.0,0.0,0,0,0,0,50,False,0,1,FWD,2016-17
Wayne_Rooney,0,1,34,17.9,269,9,1,13.8,41.2,2016-08-14T12:30:00Z,88,2,1,174230,3.0,1.0,79.0,7,0,0,0,90,False,0,1,FWD,2016-17
Callum_Wilson,0,0,-1,10.8,49,9,0,1.5,0.0,2016-08-14T12:30:00Z,66,11,1,100715,3.0,1.0,9.0,2,0,0,0,65,True,0,1,FWD,2016-17
Marcus_Rashford,0,0,0,0.0,271,9,0,0.0,0.0,2016-08-14T12:30:00Z,0,2,1,155340,3.0,1.0,0.0,0,0,0,0,70,False,0,1,FWD,2016-17
Lys_Mousset,0,0,0,0.0,53,9,0,0.0,0.0,2016-08-14T12:30:00Z,0,11,1,2498,3.0,1.0,0.0,0,0,0,0,55,True,0,1,FWD,2016-17
Lewis_Grabban,1,0,12,10.6,51,9,0,2.9,18.2,2016-08-14T12:30:00Z,24,11,1,145930,3.0,1.0,0.0,4,0,0,0,45,True,0,1,FWD,2016-17
Mario_Balotelli,0,0,0,0.0,215,8,0,0.0,0.0,2016-08-14T15:00:00Z,0,1,1,11983,4.0,3.0,0.0,0,0,0,0,65,False,0,1,FWD,2016-17
Chuba_Akpom,0,0,0,0.0,493,8,0,0.0,0.0,2016-08-14T15:00:00Z,0,9,1,8658,4.0,3.0,0.0,0,0,0,0,55,True,0,1,FWD,2016-17
Daniel_Sturridge,0,0,0,0.0,214,8,0,0.0,0.0,2016-08-14T15:00:00Z,0,1,1,37465,4.0,3.0,0.0,0,0,0,0,100,False,0,1,FWD,2016-17
Takuma_Asano,0,0,0,0.0,28,8,0,0.0,0.0,2016-08-14T15:00:00Z,0,9,1,4544,4.0,3.0,0.0,0,0,0,0,50,True,0,1,FWD,2016-17
Divock_Origi,0,0,1,10.5,217,8,0,1.4,3.2,2016-08-14T15:00:00Z,15,1,1,205220,4.0,3.0,0.0,1,0,0,0,70,False,0,1,FWD,2016-17
Olivier_Giroud,0,0,0,0.0,25,8,0,0.0,0.0,2016-08-14T15:00:00Z,0,9,1,50997,4.0,3.0,0.0,0,0,0,0,90,True,0,1,FWD,2016-17
Christian_Benteke,0,0,0,0.0,213,8,0,0.0,0.0,2016-08-14T15:00:00Z,0,1,1,80353,4.0,3.0,0.0,0,0,0,0,75,False,0,1,FWD,2016-17
Danny_Ings,0,0,0,0.0,216,8,0,0.0,0.0,2016-08-14T15:00:00Z,0,1,1,23069,4.0,3.0,0.0,0,0,0,0,60,False,0,1,FWD,2016-17
Danny_Welbeck,0,0,0,0.0,26,8,0,0.0,0.0,2016-08-14T15:00:00Z,0,9,1,2706,4.0,3.0,0.0,0,0,0,0,75,True,0,1,FWD,2016-17
Yaya_Sanogo,0,0,0,0.0,27,8,0,0.0,0.0,2016-08-14T15:00:00Z,0,9,1,7349,4.0,3.0,0.0,0,0,0,0,50,True,0,1,FWD,2016-17
Enner_Valencia,1,0,11,2.1,469,10,0,5.8,3.0,2016-08-15T19:00:00Z,90,4,1,86643,1.0,2.0,53.0,5,0,0,0,55,False,0,1,FWD,2016-17
Diego_Da Silva Costa,0,0,23,11.6,97,10,1,9.6,39.4,2016-08-15T19:00:00Z,90,20,1,210643,1.0,2.0,45.0,5,0,0,0,95,True,1,1,FWD,2016-17
Diafra_Sakho,0,0,0,0.0,470,10,0,0.0,0.0,2016-08-15T19:00:00Z,0,4,1,4842,1.0,2.0,0.0,0,0,0,0,60,False,0,1,FWD,2016-17
Andy_Carroll,0,0,7,17.0,468,10,0,3.2,10.6,2016-08-15T19:00:00Z,90,4,1,268504,1.0,2.0,4.0,2,0,0,0,65,False,0,1,FWD,2016-17
Michy_Batshuayi,1,0,13,11.3,96,10,0,2.8,17.0,2016-08-15T19:00:00Z,6,20,1,81576,1.0,2.0,0.0,4,0,0,0,90,True,0,1,FWD,2016-17
Loïc_Remy,0,0,0,0.0,98,10,0,0.0,0.0,2016-08-15T19:00:00Z,0,20,1,9258,1.0,2.0,0.0,0,0,0,0,65,True,0,1,FWD,2016-17
Charlie_Austin,0,0,5,1.3,314,11,0,0.4,2.2,2016-08-19T19:00:00Z,24,11,2,49294,0.0,2.0,0.0,1,-14460,795,15255,64,False,0,2,FWD,2016-17
Shane_Long,0,0,9,17.0,313,11,0,6.7,10.2,2016-08-19T19:00:00Z,83,11,2,436320,0.0,2.0,40.0,2,-65577,6567,72144,65,False,0,2,FWD,2016-17
James_Wilson,0,0,0,0.0,270,11,0,0.0,0.0,2016-08-19T19:00:00Z,0,13,2,4003,0.0,2.0,0.0,0,-435,155,590,50,True,0,2,FWD,2016-17
Marcus_Rashford,0,0,0,0.0,271,11,0,0.0,0.0,2016-08-19T19:00:00Z,0,13,2,135477,0.0,2.0,0.0,0,-34005,1853,35858,69,True,0,2,FWD,2016-17
Zlatan_Ibrahimovic,0,3,52,22.9,272,11,2,13.8,69.2,2016-08-19T19:00:00Z,90,13,2,1583486,0.0,2.0,46.0,13,75226,86014,10788,115,True,0,2,FWD,2016-17
Wayne_Rooney,1,0,14,34.1,269,11,0,7.2,25.4,2016-08-19T19:00:00Z,88,13,2,222661,0.0,2.0,12.0,5,22978,32715,9737,90,True,0,2,FWD,2016-17
Wilfried_Bony,0,0,0,0.0,240,14,0,0.0,0.0,2016-08-20T11:30:00Z,0,14,2,27286,4.0,1.0,0.0,0,-6526,258,6784,74,False,0,2,FWD,2016-17
Kelechi_Iheanacho,1,0,18,20.7,241,14,0,4.7,22.0,2016-08-20T11:30:00Z,8,14,2,56367,4.0,1.0,4.0,4,-12291,1526,13817,69,False,0,2,FWD,2016-17
Peter_Crouch,0,0,0,0.0,336,14,0,0.0,0.0,2016-08-20T11:30:00Z,0,10,2,27691,4.0,1.0,0.0,0,-3614,1045,4659,50,True,0,2,FWD,2016-17
Mame Biram_Diouf,0,0,1,6.9,337,14,0,3.0,1.2,2016-08-20T11:30:00Z,90,10,2,23546,4.0,1.0,22.0,2,-2148,1529,3677,60,True,0,2,FWD,2016-17
Sergio_Agüero,0,3,57,13.3,239,14,2,16.7,76.8,2016-08-20T11:30:00Z,82,14,2,1634994,4.0,1.0,77.0,13,63510,75648,12138,130,False,0,2,FWD,2016-17
Jose Luis_Mato Sanmartín,0,0,0,0.0,338,14,0,0.0,0.0,2016-08-20T11:30:00Z,0,10,2,6359,4.0,1.0,0.0,0,-1444,165,1609,54,True,0,2,FWD,2016-17
Loïc_Remy,0,0,0,0.0,98,17,0,0.0,0.0,2016-08-20T14:00:00Z,0,18,2,10664,2.0,1.0,0.0,0,-1356,446,1802,65,False,0,2,FWD,2016-17
Lukas_Jutkiewicz,0,0,2,0.0,69,12,0,0.0,0.0,2016-08-20T14:00:00Z,9,9,2,19250,0.0,2.0,0.0,1,-872,1113,1985,45,True,0,2,FWD,2016-17
Mamadou Obbi_Oularé,0,0,0,0.0,427,17,0,0.0,0.0,2016-08-20T14:00:00Z,0,4,2,561,2.0,1.0,0.0,0,-79,37,116,45,True,0,2,FWD,2016-17
Vincent_Janssen,0,0,-5,30.4,405,16,0,9.6,8.4,2016-08-20T14:00:00Z,90,5,2,69163,0.0,1.0,57.0,2,-7954,2479,10433,80,True,0,2,FWD,2016-17
Mario_Balotelli,0,0,0,0.0,215,12,0,0.0,0.0,2016-08-20T14:00:00Z,0,3,2,12672,0.0,2.0,0.0,0,-2708,398,3106,64,False,0,2,FWD,2016-17
Keshi_Anderson,0,0,0,0.0,509,16,0,0.0,0.0,2016-08-20T14:00:00Z,0,17,2,1380,0.0,1.0,0.0,0,267,393,126,45,False,0,2,FWD,2016-17
Rickie_Lambert,0,0,3,11.0,447,18,0,5.5,3.6,2016-08-20T14:00:00Z,13,6,2,7948,2.0,1.0,40.0,1,-1265,274,1539,55,True,0,2,FWD,2016-17
Oumar_Niasse,0,0,0,0.0,145,18,0,0.0,0.0,2016-08-20T14:00:00Z,0,19,2,1969,2.0,1.0,0.0,0,-280,121,401,60,False,0,2,FWD,2016-17
Romelu_Lukaku,0,0,0,24.7,143,18,0,7.8,14.8,2016-08-20T14:00:00Z,53,19,2,233081,2.0,1.0,38.0,1,-45516,4997,50513,90,False,0,2,FWD,2016-17
Sam_Vokes,0,3,31,2.3,67,12,1,4.7,35.8,2016-08-20T14:00:00Z,81,9,2,16298,0.0,2.0,9.0,9,-1383,603,1986,60,True,0,2,FWD,2016-17
Salomón_Rondón,0,0,5,11.3,449,18,0,4.9,5.0,2016-08-20T14:00:00Z,90,6,2,120339,2.0,1.0,33.0,2,29297,35071,5774,65,True,0,2,FWD,2016-17
Saido_Berahino,0,0,2,1.2,448,18,0,0.0,0.0,2016-08-20T14:00:00Z,77,6,2,43488,2.0,1.0,2.0,1,-2913,1972,4885,65,True,1,2,FWD,2016-17
Rouwen_Hennings,0,0,0,0.0,71,12,0,0.0,0.0,2016-08-20T14:00:00Z,0,9,2,4567,0.0,2.0,0.0,0,-439,144,583,45,True,0,2,FWD,2016-17
Olayinka Fredrick Oladotun_Ladapo,0,0,0,0.0,508,16,0,0.0,0.0,2016-08-20T14:00:00Z,0,17,2,540,0.0,1.0,0.0,0,99,171,72,45,False,0,2,FWD,2016-17
Odion_Ighalo,0,0,1,4.5,426,17,0,1.8,0.0,2016-08-20T14:00:00Z,90,4,2,288796,2.0,1.0,17.0,2,-40117,3172,43289,75,True,0,2,FWD,2016-17
Troy_Deeney,0,0,-1,1.4,425,17,0,0.5,0.0,2016-08-20T14:00:00Z,90,4,2,163897,2.0,1.0,6.0,1,-5580,6925,12505,70,True,1,2,FWD,2016-17
Matej_Vydra,0,0,3,0.3,483,17,0,0.0,0.0,2016-08-20T14:00:00Z,3,4,2,31094,2.0,1.0,0.0,1,-2656,925,3581,45,True,0,2,FWD,2016-17
Marvin_Emnes,0,0,0,0.0,378,15,0,0.0,0.0,2016-08-20T14:00:00Z,0,7,2,17385,2.0,0.0,0.0,0,-1397,711,2108,45,True,0,2,FWD,2016-17
Michy_Batshuayi,0,1,22,0.5,96,17,1,7.8,32.0,2016-08-20T14:00:00Z,18,18,2,81553,2.0,1.0,45.0,6,-8738,3642,12380,90,False,0,2,FWD,2016-17
Modou_Barrow,0,0,15,49.2,379,15,0,9.5,13.0,2016-08-20T14:00:00Z,84,7,2,25076,2.0,0.0,33.0,2,-1108,1817,2925,50,True,0,2,FWD,2016-17
Connor_Wickham,0,0,6,4.0,122,16,0,3.3,18.0,2016-08-20T14:00:00Z,90,17,2,39373,0.0,1.0,11.0,2,-6573,1085,7658,60,False,0,2,FWD,2016-17
Chris_Long,0,0,0,0.0,72,12,0,0.0,0.0,2016-08-20T14:00:00Z,0,9,2,37836,0.0,2.0,0.0,0,-3456,1531,4987,45,True,0,2,FWD,2016-17
Christian_Benteke,0,0,0,0.0,213,16,0,0.0,0.0,2016-08-20T14:00:00Z,0,17,2,85297,0.0,1.0,0.0,0,-13924,17642,7803,74,False,0,2,FWD,2016-17
Clinton_N'Jie,0,0,0,0.0,404,16,0,0.0,0.0,2016-08-20T14:00:00Z,0,5,2,1967,0.0,1.0,0.0,0,-323,66,389,60,True,0,2,FWD,2016-17
Daniel_Sturridge,0,0,2,10.3,214,12,0,3.0,0.0,2016-08-20T14:00:00Z,64,3,2,35847,0.0,2.0,21.0,2,-5125,2296,7421,100,False,0,2,FWD,2016-17
Divock_Origi,0,0,2,1.3,217,12,0,0.4,0.0,2016-08-20T14:00:00Z,26,3,2,188729,0.0,2.0,4.0,1,-35171,5923,41094,70,False,0,2,FWD,2016-17
Diego_Da Silva Costa,0,0,21,1.8,97,17,1,6.3,34.2,2016-08-20T14:00:00Z,90,18,2,295647,2.0,1.0,27.0,5,37631,48265,10634,95,False,1,2,FWD,2016-17
Danny_Ings,0,0,0,0.0,216,12,0,0.0,0.0,2016-08-20T14:00:00Z,0,3,2,20541,0.0,2.0,0.0,0,-4810,582,5392,59,False,0,2,FWD,2016-17
Andre_Gray,1,1,29,12.1,68,12,1,7.6,49.8,2016-08-20T14:00:00Z,90,9,2,371840,0.0,2.0,14.0,10,-48471,4485,52956,65,True,0,2,FWD,2016-17
Adama_Diomande,0,0,2,5.0,164,15,0,2.1,1.6,2016-08-20T14:00:00Z,72,16,2,160010,2.0,0.0,14.0,2,71828,82044,10216,45,False,0,2,FWD,2016-17
Abel_Hernández,0,0,21,3.4,163,15,1,8.9,33.2,2016-08-20T14:00:00Z,90,16,2,43161,2.0,0.0,52.0,6,7923,10761,2838,60,False,0,2,FWD,2016-17
Ashley_Barnes,0,0,0,0.0,70,12,0,0.0,0.0,2016-08-20T14:00:00Z,0,9,2,3816,0.0,2.0,0.0,0,-556,102,658,45,True,0,2,FWD,2016-17
Borja_Bastón,0,0,0,0.0,507,15,0,0.0,0.0,2016-08-20T14:00:00Z,0,7,2,2936,2.0,0.0,0.0,0,-1074,393,1467,70,True,0,2,FWD,2016-17
Bafétimbi_Gomis,0,0,0,0.0,377,15,0,0.0,0.0,2016-08-20T14:00:00Z,0,7,2,1261,2.0,0.0,0.0,0,-585,21,606,65,True,0,2,FWD,2016-17
Arouna_Koné,0,0,0,0.0,144,18,0,0.0,0.0,2016-08-20T14:00:00Z,0,19,2,70220,2.0,1.0,0.0,0,-6997,2327,9324,55,False,0,2,FWD,2016-17
Jarrod_Bowen,0,0,0,0.0,516,15,0,0.0,0.0,2016-08-20T14:00:00Z,0,16,2,948,2.0,0.0,0.0,0,195,293,98,45,False,0,2,FWD,2016-17
Greg_Luer,0,0,0,0.0,518,15,0,0.0,0.0,2016-08-20T14:00:00Z,0,16,2,1124,2.0,0.0,0.0,0,241,426,185,45,False,0,2,FWD,2016-17
Harry_Kane,1,0,19,23.8,403,16,0,8.7,21.8,2016-08-20T14:00:00Z,89,5,2,629934,0.0,1.0,41.0,5,-32117,13110,45227,110,True,0,2,FWD,2016-17
Fraizer_Campbell,0,0,0,0.0,121,16,0,0.0,0.0,2016-08-20T14:00:00Z,0,17,2,18128,0.0,1.0,0.0,0,-2811,331,3142,45,False,0,2,FWD,2016-17
Fernando_Llorente,0,0,-6,21.3,500,15,0,6.9,0.0,2016-08-20T14:00:00Z,90,7,2,127882,2.0,0.0,52.0,2,23792,29780,5988,65,True,0,2,FWD,2016-17
Jerome_Sinclair,0,0,0,0.0,428,17,0,0.0,0.0,2016-08-20T14:00:00Z,0,4,2,15011,2.0,1.0,0.0,0,-1839,629,2468,50,True,0,2,FWD,2016-17
Shinji_Okazaki,0,0,9,12.8,186,13,0,1.7,2.6,2016-08-20T16:30:00Z,66,1,2,67907,0.0,0.0,2.0,2,-12325,1762,14087,60,True,0,2,FWD,2016-17
Chuba_Akpom,0,0,0,0.0,493,13,0,0.0,0.0,2016-08-20T16:30:00Z,0,8,2,7715,0.0,0.0,0.0,0,-1911,256,2167,55,False,0,2,FWD,2016-17
Takuma_Asano,0,0,0,0.0,28,13,0,0.0,0.0,2016-08-20T16:30:00Z,0,8,2,4431,0.0,0.0,0.0,0,-832,169,1001,50,False,0,2,FWD,2016-17
Yaya_Sanogo,0,0,0,0.0,27,13,0,0.0,0.0,2016-08-20T16:30:00Z,0,8,2,7643,0.0,0.0,0.0,0,-1047,376,1423,50,False,0,2,FWD,2016-17
Jamie_Vardy,0,0,3,20.3,184,13,0,5.5,3.0,2016-08-20T16:30:00Z,90,1,2,812594,0.0,0.0,32.0,2,-101593,7182,108775,100,True,0,2,FWD,2016-17
Leonardo_Ulloa,0,0,5,1.3,185,13,0,0.6,2.4,2016-08-20T16:30:00Z,24,1,2,9602,0.0,0.0,2.0,1,-1386,242,1628,60,True,0,2,FWD,2016-17
Danny_Welbeck,0,0,0,0.0,26,13,0,0.0,0.0,2016-08-20T16:30:00Z,0,8,2,2978,0.0,0.0,0.0,0,-565,165,730,75,False,0,2,FWD,2016-17
Ahmed_Musa,0,0,2,0.3,187,13,0,0.5,0.2,2016-08-20T16:30:00Z,4,1,2,405598,0.0,0.0,4.0,1,-36538,12811,49349,75,True,0,2,FWD,2016-17
Olivier_Giroud,0,0,3,1.5,25,13,0,0.6,0.2,2016-08-20T16:30:00Z,13,8,2,47277,0.0,0.0,4.0,1,-7632,1969,9601,90,False,0,2,FWD,2016-17
Jermain_Defoe,0,0,3,4.8,355,19,0,3.7,0.0,2016-08-21T12:30:00Z,90,12,2,291534,2.0,1.0,34.0,2,87440,95778,8338,71,True,0,2,FWD,2016-17
Álvaro_Negredo,2,2,26,39.5,478,19,0,10.7,37.0,2016-08-21T12:30:00Z,90,15,2,614376,2.0,1.0,30.0,10,182713,196281,13568,66,False,0,2,FWD,2016-17
Jordan_Rhodes,0,0,0,0.0,292,19,0,0.0,0.0,2016-08-21T12:30:00Z,0,15,2,31972,2.0,1.0,0.0,0,-10822,321,11143,59,False,0,2,FWD,2016-17
Cristhian_Stuani,0,3,63,4.6,293,19,2,10.3,74.4,2016-08-21T12:30:00Z,90,15,2,6829,2.0,1.0,24.0,13,-1670,178,1848,49,False,0,2,FWD,2016-17
David_Nugent,0,0,5,0.3,291,19,0,0.2,2.0,2016-08-21T12:30:00Z,1,15,2,25001,2.0,1.0,0.0,1,-3600,791,4391,50,False,0,2,FWD,2016-17
